Scan Date:,2025-05-26 15:58:27Z
Integration Time:,1000
Number of Averages:,100

Pixel Number,Wavelength (nm),Sum Spectrum,Averaged Spectrum
0,464.9839,57506,575.06
1,465.068515076491,57028,570.28
2,465.153129906126,57448,574.48
3,465.237744489151,57402,574.02
4,465.322358825812,57086,570.86
5,465.406972916352,56719,567.19
6,465.491586761018,56904,569.04
7,465.576200360054,57194,571.94
8,465.660813713705,57100,571
9,465.745426822218,57123,571.23
10,465.830039685836,57251,572.51
11,465.914652304805,57282,572.82
12,465.99926467937,57396,573.96
13,466.083876809776,57400,574
14,466.168488696269,57408,574.08
15,466.253100339093,193616,1936.16
16,466.337711738494,232235,2322.35
17,466.422322894716,160010,1600.1
18,466.506933808006,117192,1171.92
19,466.591544478607,92859,928.59
20,466.676154906766,78860,788.6
21,466.760765092726,70689,706.89
22,466.845375036735,69449,694.49
23,466.929984739036,68519,685.19
24,467.014594199874,65675,656.75
25,467.099203419495,63751,637.51
26,467.183812398145,62370,623.7
27,467.268421136067,61651,616.51
28,467.353029633508,90545,905.45
29,467.437637890711,100484,1004.84
30,467.522245907924,88728,887.28
31,467.60685368539,78908,789.08
32,467.691461223355,70591,705.91
33,467.776068522063,66376,663.76
34,467.860675581761,64033,640.33
35,467.945282402693,67097,670.97
36,468.029888985104,73645,736.45
37,468.11449532924,72713,727.13
38,468.199101435345,70879,708.79
39,468.283707303665,68714,687.14
40,468.368312934445,65294,652.94
41,468.45291832793,66504,665.04
42,468.537523484364,69577,695.77
43,468.622128403994,92863,928.63
44,468.706733087065,103327,1033.27
45,468.791337533821,90076,900.76
46,468.875941744507,77449,774.49
47,468.96054571937,70871,708.71
48,469.045149458653,67410,674.1
49,469.129752962602,65104,651.04
50,469.214356231462,63083,630.83
51,469.298959265479,62134,621.34
52,469.383562064897,62026,620.26
53,469.468164629962,61902,619.02
54,469.552766960919,64711,647.11
55,469.637369058012,69161,691.61
56,469.721970921487,68363,683.63
57,469.80657255159,65725,657.25
58,469.891173948565,67091,670.91
59,469.975775112657,66393,663.93
60,470.060376044111,63599,635.99
61,470.144976743173,62573,625.73
62,470.229577210088,65498,654.98
63,470.314177445101,66141,661.41
64,470.398777448457,67793,677.93
65,470.483377220402,90725,907.25
66,470.567976761179,97520,975.2
67,470.652576071035,86170,861.7
68,470.737175150215,76645,766.45
69,470.821773998963,70176,701.76
70,470.906372617525,69576,695.76
71,470.990971006146,68026,680.26
72,471.075569165072,98328,983.28
73,471.160167094546,106233,1062.33
74,471.244764794815,91106,911.06
75,471.329362266123,80614,806.14
76,471.413959508717,75603,756.03
77,471.498556522839,78371,783.71
78,471.583153308737,79048,790.48
79,471.667749866655,75736,757.36
80,471.752346196838,74719,747.19
81,471.836942299532,74613,746.13
82,471.921538174981,78173,781.73
83,472.00613382343,76030,760.3
84,472.090729245126,69899,698.99
85,472.175324440312,66119,661.19
86,472.259919409234,67154,671.54
87,472.344514152137,66992,669.92
88,472.429108669267,64202,642.02
89,472.513702960868,63420,634.2
90,472.598297027185,65093,650.93
91,472.682890868465,64791,647.91
92,472.767484484951,62875,628.75
93,472.852077876889,61662,616.62
94,472.936671044524,64588,645.88
95,473.021263988101,65593,655.93
96,473.105856707865,64465,644.65
97,473.190449204062,69318,693.18
98,473.275041476937,84804,848.04
99,473.359633526735,91467,914.67
100,473.4442253537,82743,827.43
101,473.528816958078,76641,766.41
102,473.613408340115,75558,755.58
103,473.697999500055,71754,717.54
104,473.782590438143,67345,673.45
105,473.867181154625,65168,651.68
106,473.951771649745,67783,677.83
107,474.03636192375,67716,677.16
108,474.120951976883,65494,654.94
109,474.20554180939,64220,642.2
110,474.290131421517,63036,630.36
111,474.374720813508,66029,660.29
112,474.459309985608,66292,662.92
113,474.543898938063,63784,637.84
114,474.628487671118,62524,625.24
115,474.713076185018,62001,620.01
116,474.797664480008,65504,655.04
117,474.882252556332,96427,964.27
118,474.966840414238,105606,1056.06
119,475.051428053968,123648,1236.48
120,475.13601547577,121481,1214.81
121,475.220602679887,96014,960.14
122,475.305189666564,80765,807.65
123,475.389776436048,72092,720.92
124,475.474362988583,67258,672.58
125,475.558949324414,64551,645.51
126,475.643535443787,63068,630.68
127,475.728121346946,62254,622.54
128,475.812707034136,61478,614.78
129,475.897292505604,84977,849.77
130,475.981877761593,96038,960.38
131,476.066462802349,87232,872.32
132,476.151047628118,80886,808.86
133,476.235632239144,74506,745.06
134,476.320216635672,68392,683.92
135,476.404800817948,68632,686.32
136,476.489384786216,68424,684.24
137,476.573968540723,70149,701.49
138,476.658552081712,89961,899.61
139,476.74313540943,92679,926.79
140,476.827718524121,80287,802.87
141,476.91230142603,72432,724.32
142,476.996884115403,70830,708.3
143,477.081466592484,69002,690.02
144,477.166048857519,65333,653.33
145,477.250630910753,66849,668.49
146,477.335212752432,67199,671.99
147,477.419794382799,65059,650.59
148,477.504375802101,66660,666.6
149,477.588957010582,67021,670.21
150,477.673538008487,64515,645.15
151,477.758118796063,106921,1069.21
152,477.842699373553,118743,1187.43
153,477.927279741204,94733,947.33
154,478.011859899259,80017,800.17
155,478.096439847965,71494,714.94
156,478.181019587566,67550,675.5
157,478.265599118308,65465,654.65
158,478.350178440435,63632,636.32
159,478.434757554193,62722,627.22
160,478.519336459827,74789,747.89
161,478.603915157582,77698,776.98
162,478.688493647704,70477,704.77
163,478.773071930436,128623,1286.23
164,478.857650006026,143406,1434.06
165,478.942227874716,109521,1095.21
166,479.026805536754,100955,1009.55
167,479.111382992383,94594,945.94
168,479.19596024185,85108,851.08
169,479.280537285398,77047,770.47
170,479.365114123274,70182,701.82
171,479.449690755722,65639,656.39
172,479.534267182988,63163,631.63
173,479.618843405317,61786,617.86
174,479.703419422953,64538,645.38
175,479.787995236142,69532,695.32
176,479.87257084513,68831,688.31
177,479.95714625016,65720,657.2
178,480.041721451479,63532,635.32
179,480.126296449331,62456,624.56
180,480.210871243962,64938,649.38
181,480.295445835617,65688,656.88
182,480.380020224541,67019,670.19
183,480.464594410979,66646,666.46
184,480.549168395175,67844,678.44
185,480.633742177377,67857,678.57
186,480.718315757827,64987,649.87
187,480.802889136772,63230,632.3
188,480.887462314457,62374,623.74
189,480.972035291127,61642,616.42
190,481.056608067026,65416,654.16
191,481.141180642401,78688,786.88
192,481.225753017496,79450,794.5
193,481.310325192556,71104,711.04
194,481.394897167827,69581,695.81
195,481.479468943554,68295,682.95
196,481.564040519981,65523,655.23
197,481.648611897354,63744,637.44
198,481.733183075918,62333,623.33
199,481.817754055918,65031,650.31
200,481.9023248376,65392,653.92
201,481.986895421208,66124,661.24
