Scan Date:,2025-05-24 17:19:58Z
Integration Time:,1000
Number of Averages:,100

Pixel Number,Wavelength (nm),Sum Spectrum,Averaged Spectrum
0,464.9839,39280,392.8
1,465.068515076491,38781,387.81
2,465.153129906126,38754,387.54
3,465.237744489151,38442,384.42
4,465.322358825812,38484,384.84
5,465.406972916352,38670,386.7
6,465.491586761018,38682,386.82
7,465.576200360054,38684,386.84
8,465.660813713705,38507,385.07
9,465.745426822218,38784,387.84
10,465.830039685836,39020,390.2
11,465.914652304805,39030,390.3
12,465.99926467937,39123,391.23
13,466.083876809776,39304,393.04
14,466.168488696269,39464,394.64
15,466.253100339093,195758,1957.58
16,466.337711738494,239806,2398.06
17,466.422322894716,156813,1568.13
18,466.506933808006,107849,1078.49
19,466.591544478607,80005,800.05
20,466.676154906766,63895,638.95
21,466.760765092726,54619,546.19
22,466.845375036735,53165,531.65
23,466.929984739036,51668,516.68
24,467.014594199874,48523,485.23
25,467.099203419495,46618,466.18
26,467.183812398145,45082,450.82
27,467.268421136067,44364,443.64
28,467.353029633508,76346,763.46
29,467.437637890711,87290,872.9
30,467.522245907924,74491,744.91
31,467.60685368539,64015,640.15
32,467.691461223355,54907,549.07
33,467.776068522063,50089,500.89
34,467.860675581761,47161,471.61
35,467.945282402693,50401,504.01
36,468.029888985104,57522,575.22
37,468.11449532924,55996,559.96
38,468.199101435345,53387,533.87
39,468.283707303665,50719,507.19
40,468.368312934445,46965,469.65
41,468.45291832793,48598,485.98
42,468.537523484364,52291,522.91
43,468.622128403994,78191,781.91
44,468.706733087065,89883,898.83
45,468.791337533821,75445,754.45
46,468.875941744507,61344,613.44
47,468.96054571937,53830,538.3
48,469.045149458653,49805,498.05
49,469.129752962602,47084,470.84
50,469.214356231462,45235,452.35
51,469.298959265479,44154,441.54
52,469.383562064897,43559,435.59
53,469.468164629962,43398,433.98
54,469.552766960919,46566,465.66
55,469.637369058012,51462,514.62
56,469.721970921487,50603,506.03
57,469.80657255159,47916,479.16
58,469.891173948565,49703,497.03
59,469.975775112657,48973,489.73
60,470.060376044111,45862,458.62
61,470.144976743173,44346,443.46
62,470.229577210088,47324,473.24
63,470.314177445101,48156,481.56
64,470.398777448457,50146,501.46
65,470.483377220402,76207,762.07
66,470.567976761179,84031,840.31
67,470.652576071035,71385,713.85
68,470.737175150215,60607,606.07
69,470.821773998963,53043,530.43
70,470.906372617525,52294,522.94
71,470.990971006146,50505,505.05
72,471.075569165072,84697,846.97
73,471.160167094546,93743,937.43
74,471.244764794815,76898,768.98
75,471.329362266123,65368,653.68
76,471.413959508717,59519,595.19
77,471.498556522839,62254,622.54
78,471.583153308737,62949,629.49
79,471.667749866655,59376,593.76
80,471.752346196838,58359,583.59
81,471.836942299532,58222,582.22
82,471.921538174981,62526,625.26
83,472.00613382343,60144,601.44
84,472.090729245126,53124,531.24
85,472.175324440312,48722,487.22
86,472.259919409234,49615,496.15
87,472.344514152137,48876,488.76
88,472.429108669267,45777,457.77
89,472.513702960868,45468,454.68
90,472.598297027185,47623,476.23
91,472.682890868465,47407,474.07
92,472.767484484951,45409,454.09
93,472.852077876889,43666,436.66
94,472.936671044524,46447,464.47
95,473.021263988101,47160,471.6
96,473.105856707865,45791,457.91
97,473.190449204062,51410,514.1
98,473.275041476937,69073,690.73
99,473.359633526735,76867,768.67
100,473.4442253537,67158,671.58
101,473.528816958078,60070,600.7
102,473.613408340115,58659,586.59
103,473.697999500055,54420,544.2
104,473.782590438143,49779,497.79
105,473.867181154625,47294,472.94
106,473.951771649745,49953,499.53
107,474.03636192375,49844,498.44
108,474.120951976883,47280,472.8
109,474.20554180939,45553,455.53
110,474.290131421517,44195,441.95
111,474.374720813508,47672,476.72
112,474.459309985608,48416,484.16
113,474.543898938063,45859,458.59
114,474.628487671118,44678,446.78
115,474.713076185018,44050,440.5
116,474.797664480008,47588,475.88
117,474.882252556332,81948,819.48
118,474.966840414238,92244,922.44
119,475.051428053968,112337,1123.37
120,475.13601547577,109889,1098.89
121,475.220602679887,81498,814.98
122,475.305189666564,64464,644.64
123,475.389776436048,54762,547.62
124,475.474362988583,49590,495.9
125,475.558949324414,46425,464.25
126,475.643535443787,44703,447.03
127,475.728121346946,44168,441.68
128,475.812707034136,43371,433.71
129,475.897292505604,69522,695.22
130,475.981877761593,81712,817.12
131,476.066462802349,72124,721.24
132,476.151047628118,65195,651.95
133,476.235632239144,57732,577.32
134,476.320216635672,50836,508.36
135,476.404800817948,50923,509.23
136,476.489384786216,50432,504.32
137,476.573968540723,52448,524.48
138,476.658552081712,74823,748.23
139,476.74313540943,77927,779.27
140,476.827718524121,63924,639.24
141,476.91230142603,54680,546.8
142,476.996884115403,53002,530.02
143,477.081466592484,51171,511.71
144,477.166048857519,47042,470.42
145,477.250630910753,49038,490.38
146,477.335212752432,49216,492.16
147,477.419794382799,46462,464.62
148,477.504375802101,48390,483.9
149,477.588957010582,49262,492.62
150,477.673538008487,47069,470.69
151,477.758118796063,94552,945.52
152,477.842699373553,107443,1074.43
153,477.927279741204,80469,804.69
154,478.011859899259,63960,639.6
155,478.096439847965,54179,541.79
156,478.181019587566,49639,496.39
157,478.265599118308,47359,473.59
158,478.350178440435,45438,454.38
159,478.434757554193,44580,445.8
160,478.519336459827,57969,579.69
161,478.603915157582,61259,612.59
162,478.688493647704,53158,531.58
163,478.773071930436,118052,1180.52
164,478.857650006026,134848,1348.48
165,478.942227874716,97251,972.51
166,479.026805536754,88527,885.27
167,479.111382992383,81346,813.46
168,479.19596024185,70158,701.58
169,479.280537285398,60879,608.79
170,479.365114123274,53066,530.66
171,479.449690755722,48034,480.34
172,479.534267182988,45230,452.3
173,479.618843405317,43743,437.43
174,479.703419422953,46616,466.16
175,479.787995236142,51938,519.38
176,479.87257084513,51223,512.23
177,479.95714625016,47956,479.56
178,480.041721451479,45836,458.36
179,480.126296449331,44549,445.49
180,480.210871243962,47038,470.38
181,480.295445835617,47822,478.22
182,480.380020224541,49113,491.13
183,480.464594410979,48461,484.61
184,480.549168395175,49682,496.82
185,480.633742177377,49353,493.53
186,480.718315757827,46229,462.29
187,480.802889136772,44531,445.31
188,480.887462314457,43662,436.62
189,480.972035291127,42855,428.55
