Scan Date:,2025-05-24 15:09:06Z
Integration Time:,1000
Number of Averages:,100

Pixel Number,Wavelength (nm),Sum Spectrum,Averaged Spectrum
0,464.9839,103848,1038.48
1,465.068515076491,103797,1037.97
2,465.153129906126,103608,1036.08
3,465.237744489151,103261,1032.61
4,465.322358825812,102973,1029.73
5,465.406972916352,102909,1029.09
6,465.491586761018,103009,1030.09
7,465.576200360054,102958,1029.58
8,465.660813713705,102791,1027.91
9,465.745426822218,102813,1028.13
10,465.830039685836,102972,1029.72
11,465.914652304805,103044,1030.44
12,465.99926467937,102802,1028.02
13,466.083876809776,102631,1026.31
14,466.168488696269,102759,1027.59
15,466.253100339093,203918,2039.18
16,466.337711738494,232970,2329.7
17,466.422322894716,179497,1794.97
18,466.506933808006,147686,1476.86
19,466.591544478607,129639,1296.39
20,466.676154906766,119323,1193.23
21,466.760765092726,113426,1134.26
22,466.845375036735,112586,1125.86
23,466.929984739036,111749,1117.49
24,467.014594199874,109665,1096.65
25,467.099203419495,108123,1081.23
26,467.183812398145,106942,1069.42
27,467.268421136067,106286,1062.86
28,467.353029633508,128225,1282.25
29,467.437637890711,135980,1359.8
30,467.522245907924,127247,1272.47
31,467.60685368539,120006,1200.06
32,467.691461223355,113573,1135.73
33,467.776068522063,110149,1101.49
34,467.860675581761,108223,1082.23
35,467.945282402693,110451,1104.51
36,468.029888985104,115496,1154.96
37,468.11449532924,114934,1149.34
38,468.199101435345,113700,1137
39,468.283707303665,111846,1118.46
40,468.368312934445,109397,1093.97
41,468.45291832793,110499,1104.99
42,468.537523484364,112610,1126.1
43,468.622128403994,130274,1302.74
44,468.706733087065,138196,1381.96
45,468.791337533821,128515,1285.15
46,468.875941744507,119017,1190.17
47,468.96054571937,113825,1138.25
48,469.045149458653,110848,1108.48
49,469.129752962602,108655,1086.55
50,469.214356231462,107064,1070.64
51,469.298959265479,106375,1063.75
52,469.383562064897,106385,1063.85
53,469.468164629962,106311,1063.11
54,469.552766960919,108208,1082.08
55,469.637369058012,111290,1112.9
56,469.721970921487,110919,1109.19
57,469.80657255159,109222,1092.22
58,469.891173948565,110389,1103.89
59,469.975775112657,110065,1100.65
60,470.060376044111,108220,1082.2
61,470.144976743173,107244,1072.44
62,470.229577210088,109249,1092.49
63,470.314177445101,109507,1095.07
64,470.398777448457,110428,1104.28
65,470.483377220402,128179,1281.79
66,470.567976761179,133671,1336.71
67,470.652576071035,125335,1253.35
68,470.737175150215,118043,1180.43
69,470.821773998963,112977,1129.77
70,470.906372617525,112676,1126.76
71,470.990971006146,111535,1115.35
72,471.075569165072,134518,1345.18
73,471.160167094546,140654,1406.54
74,471.244764794815,129238,1292.38
75,471.329362266123,121377,1213.77
76,471.413959508717,117467,1174.67
77,471.498556522839,119181,1191.81
78,471.583153308737,119677,1196.77
79,471.667749866655,117122,1171.22
80,471.752346196838,116455,1164.55
81,471.836942299532,116391,1163.91
