Scan Date:,2025-05-26 15:34:33Z
Integration Time:,1000
Number of Averages:,100

Pixel Number,Wavelength (nm),Sum Spectrum,Averaged Spectrum
0,464.9839,68370,683.7
1,465.068515076491,67513,675.13
2,465.153129906126,67722,677.22
3,465.237744489151,67892,678.92
4,465.322358825812,67910,679.1
5,465.406972916352,68023,680.23
6,465.491586761018,67990,679.9
7,465.576200360054,67851,678.51
8,465.660813713705,67865,678.65
9,465.745426822218,68106,681.06
10,465.830039685836,68249,682.49
11,465.914652304805,68153,681.53
12,465.99926467937,68167,681.67
13,466.083876809776,68127,681.27
14,466.168488696269,68112,681.12
15,466.253100339093,196126,1961.26
16,466.337711738494,232633,2326.33
17,466.422322894716,164783,1647.83
18,466.506933808006,124739,1247.39
19,466.591544478607,101684,1016.84
20,466.676154906766,88305,883.05
21,466.760765092726,80831,808.31
22,466.845375036735,79551,795.51
23,466.929984739036,78224,782.24
24,467.014594199874,76001,760.01
25,467.099203419495,74299,742.99
26,467.183812398145,72388,723.88
27,467.268421136067,71363,713.63
28,467.353029633508,98730,987.3
29,467.437637890711,108289,1082.89
30,467.522245907924,97175,971.75
31,467.60685368539,88326,883.26
32,467.691461223355,80917,809.17
33,467.776068522063,77044,770.44
34,467.860675581761,74667,746.67
35,467.945282402693,77332,773.32
36,468.029888985104,83267,832.67
37,468.11449532924,81982,819.82
38,468.199101435345,80288,802.88
39,468.283707303665,78459,784.59
40,468.368312934445,75234,752.34
41,468.45291832793,76521,765.21
42,468.537523484364,79369,793.69
43,468.622128403994,100885,1008.85
44,468.706733087065,110736,1107.36
45,468.791337533821,98566,985.66
46,468.875941744507,86787,867.87
47,468.96054571937,80576,805.76
48,469.045149458653,77143,771.43
49,469.129752962602,74984,749.84
50,469.214356231462,73475,734.75
51,469.298959265479,72709,727.09
52,469.383562064897,72403,724.03
53,469.468164629962,72069,720.69
54,469.552766960919,74404,744.04
55,469.637369058012,78482,784.82
56,469.721970921487,77676,776.76
57,469.80657255159,75402,754.02
58,469.891173948565,76697,766.97
59,469.975775112657,76375,763.75
60,470.060376044111,74247,742.47
61,470.144976743173,73108,731.08
62,470.229577210088,75566,755.66
63,470.314177445101,76217,762.17
64,470.398777448457,77593,775.93
65,470.483377220402,99120,991.2
66,470.567976761179,105785,1057.85
67,470.652576071035,94979,949.79
68,470.737175150215,85722,857.22
69,470.821773998963,79952,799.52
70,470.906372617525,79661,796.61
71,470.990971006146,78095,780.95
72,471.075569165072,106169,1061.69
73,471.160167094546,113537,1135.37
74,471.244764794815,99371,993.71
75,471.329362266123,89608,896.08
76,471.413959508717,85130,851.3
77,471.498556522839,87729,877.29
78,471.583153308737,88430,884.3
79,471.667749866655,85370,853.7
80,471.752346196838,84300,843
81,471.836942299532,84371,843.71
82,471.921538174981,87804,878.04
83,472.00613382343,85841,858.41
84,472.090729245126,79761,797.61
85,472.175324440312,75776,757.76
86,472.259919409234,76635,766.35
87,472.344514152137,76236,762.36
88,472.429108669267,73791,737.91
89,472.513702960868,73354,733.54
90,472.598297027185,74986,749.86
91,472.682890868465,75112,751.12
92,472.767484484951,73313,733.13
93,472.852077876889,71821,718.21
94,472.936671044524,74443,744.43
95,473.021263988101,75258,752.58
96,473.105856707865,74154,741.54
97,473.190449204062,78731,787.31
98,473.275041476937,93233,932.33
99,473.359633526735,99609,996.09
100,473.4442253537,91443,914.43
101,473.528816958078,85513,855.13
102,473.613408340115,84267,842.67
103,473.697999500055,80970,809.7
104,473.782590438143,76807,768.07
105,473.867181154625,74473,744.73
106,473.951771649745,76833,768.33
107,474.03636192375,76839,768.39
108,474.120951976883,74768,747.68
109,474.20554180939,73586,735.86
110,474.290131421517,72927,729.27
111,474.374720813508,75859,758.59
112,474.459309985608,75858,758.58
113,474.543898938063,73418,734.18
114,474.628487671118,72371,723.71
115,474.713076185018,71835,718.35
116,474.797664480008,75103,751.03
117,474.882252556332,104328,1043.28
118,474.966840414238,113211,1132.11
119,475.051428053968,130225,1302.25
120,475.13601547577,128144,1281.44
121,475.220602679887,104091,1040.91
122,475.305189666564,89586,895.86
123,475.389776436048,81469,814.69
124,475.474362988583,76839,768.39
125,475.558949324414,74002,740.02
126,475.643535443787,72805,728.05
127,475.728121346946,72488,724.88
128,475.812707034136,71915,719.15
129,475.897292505604,94015,940.15
130,475.981877761593,104346,1043.46
131,476.066462802349,96285,962.85
132,476.151047628118,90417,904.17
133,476.235632239144,84156,841.56
134,476.320216635672,78248,782.48
135,476.404800817948,78337,783.37
136,476.489384786216,77947,779.47
137,476.573968540723,79418,794.18
138,476.658552081712,97989,979.89
139,476.74313540943,100527,1005.27
140,476.827718524121,88923,889.23
141,476.91230142603,81428,814.28
142,476.996884115403,80137,801.37
143,477.081466592484,78537,785.37
144,477.166048857519,75131,751.31
145,477.250630910753,76635,766.35
146,477.335212752432,76695,766.95
147,477.419794382799,74542,745.42
148,477.504375802101,76130,761.3
149,477.588957010582,76818,768.18
150,477.673538008487,75103,751.03
151,477.758118796063,114800,1148
152,477.842699373553,125297,1252.97
153,477.927279741204,102853,1028.53
154,478.011859899259,89189,891.89
155,478.096439847965,81066,810.66
156,478.181019587566,77232,772.32
157,478.265599118308,75389,753.89
158,478.350178440435,73498,734.98
159,478.434757554193,72532,725.32
160,478.519336459827,83948,839.48
161,478.603915157582,86629,866.29
162,478.688493647704,79783,797.83
163,478.773071930436,134111,1341.11
164,478.857650006026,148148,1481.48
165,478.942227874716,116420,1164.2
166,479.026805536754,108458,1084.58
167,479.111382992383,102402,1024.02
168,479.19596024185,93451,934.51
169,479.280537285398,85792,857.92
170,479.365114123274,79196,791.96
171,479.449690755722,75063,750.63
172,479.534267182988,72690,726.9
173,479.618843405317,71642,716.42
174,479.703419422953,74388,743.88
175,479.787995236142,79036,790.36
176,479.87257084513,78296,782.96
177,479.95714625016,75246,752.46
178,480.041721451479,73434,734.34
179,480.126296449331,72558,725.58
180,480.210871243962,74603,746.03
181,480.295445835617,75334,753.34
182,480.380020224541,76920,769.2
183,480.464594410979,76551,765.51
184,480.549168395175,77118,771.18
185,480.633742177377,76770,767.7
186,480.718315757827,74360,743.6
187,480.802889136772,73070,730.7
188,480.887462314457,72232,722.32
189,480.972035291127,71422,714.22
190,481.056608067026,74898,748.98
191,481.141180642401,87376,873.76
192,481.225753017496,88639,886.39
193,481.310325192556,80976,809.76
194,481.394897167827,79551,795.51
195,481.479468943554,78017,780.17
196,481.564040519981,75292,752.92
197,481.648611897354,73674,736.74
198,481.733183075918,72434,724.34
199,481.817754055918,74963,749.63
200,481.9023248376,75199,751.99
201,481.986895421208,75918,759.18
202,482.071465806988,108819,1088.19
203,482.156035995184,116316,1163.16
204,482.240605986042,100352,1003.52
205,482.325175779807,89638,896.38
206,482.409745376725,81701,817.01
207,482.494314777039,76886,768.86
208,482.578883980996,74497,744.97
209,482.663452988841,73230,732.3
210,482.748021800818,72184,721.84
211,482.832590417173,71736,717.36
212,482.91715883815,75285,752.85
213,483.001727063996,78897,788.97
214,483.086295094955,77820,778.2
215,483.170862931273,75212,752.12
216,483.255430573193,74208,742.08
217,483.339998020963,76521,765.21
218,483.424565274826,76988,769.88
219,483.509132335028,74718,747.18
220,483.593699201814,73182,731.82
221,483.678265875429,75201,752.01
222,483.762832356118,75228,752.28
223,483.847398644127,73085,730.85
224,483.9319647397,75092,750.92
225,484.016530643083,86029,860.29
226,484.101096354521,87299,872.99
227,484.185661874258,81205,812.05
228,484.270227202541,77181,771.81
229,484.354792339614,74615,746.15
230,484.439357285722,73486,734.86
231,484.523922041111,75920,759.2
232,484.608486606025,79084,790.84
233,484.69305098071,77819,778.19
234,484.777615165411,76515,765.15
235,484.862179160373,78386,783.86
236,484.946742965841,77293,772.93
237,485.03130658206,77025,770.25
238,485.115870009276,79865,798.65
239,485.200433247733,78871,788.71
240,485.284996297677,75806,758.06
241,485.369559159353,97579,975.79
242,485.454121833005,106164,1061.64
243,485.53868431888,93801,938.01
244,485.623246617222,85499,854.99
245,485.707808728276,80398,803.98
246,485.792370652288,76382,763.82
247,485.876932389502,76720,767.2
248,485.961493940164,76313,763.13
249,486.046055304519,74159,741.59
250,486.130616482813,73467,734.67
251,486.215177475289,72979,729.79
252,486.299738282193,78487,784.87
253,486.384298903771,80087,800.87
254,486.468859340268,76342,763.42
255,486.553419591928,73626,736.26
256,486.637979658997,72826,728.26
257,486.722539541719,72333,723.33
258,486.807099240341,74722,747.22
259,486.891658755108,75255,752.55
260,486.976218086263,73089,730.89
261,487.060777234053,71800,718
262,487.145336198723,70990,709.9
263,487.229894980517,70497,704.97
264,487.314453579682,71199,711.99
265,487.399011996461,71614,716.14
266,487.483570231101,71139,711.39
267,487.568128283845,70996,709.96
268,487.652686154941,70737,707.37
269,487.737243844632,70869,708.69
270,487.821801353163,74836,748.36
271,487.906358680781,75765,757.65
272,487.990915827729,73672,736.72
273,488.075472794253,72763,727.63
274,488.160029580599,76809,768.09
275,488.244586187011,77557,775.57
276,488.329142613735,75096,750.96
277,488.413698861015,80094,800.94
