Scan Date:,2025-05-24 15:19:59Z
Integration Time:,1000
Number of Averages:,100

Pixel Number,Wavelength (nm),Sum Spectrum,Averaged Spectrum
0,464.9839,83365,833.65
1,465.068515076491,82587,825.87
2,465.153129906126,82733,827.33
3,465.237744489151,82953,829.53
4,465.322358825812,82902,829.02
5,465.406972916352,82617,826.17
6,465.491586761018,82461,824.61
7,465.576200360054,82849,828.49
8,465.660813713705,83029,830.29
9,465.745426822218,82937,829.37
10,465.830039685836,82814,828.14
11,465.914652304805,82974,829.74
12,465.99926467937,83210,832.1
13,466.083876809776,83277,832.77
14,466.168488696269,83083,830.83
15,466.253100339093,198787,1987.87
16,466.337711738494,231692,2316.92
17,466.422322894716,170463,1704.63
18,466.506933808006,134227,1342.27
19,466.591544478607,113402,1134.02
20,466.676154906766,101351,1013.51
21,466.760765092726,94230,942.3
22,466.845375036735,92787,927.87
23,466.929984739036,91894,918.94
24,467.014594199874,89959,899.59
25,467.099203419495,88407,884.07
26,467.183812398145,87129,871.29
27,467.268421136067,86621,866.21
28,467.353029633508,111374,1113.74
29,467.437637890711,119687,1196.87
30,467.522245907924,109637,1096.37
31,467.60685368539,101642,1016.42
32,467.691461223355,94725,947.25
33,467.776068522063,91025,910.25
34,467.860675581761,88716,887.16
35,467.945282402693,91121,911.21
36,468.029888985104,96378,963.78
37,468.11449532924,95574,955.74
38,468.199101435345,94559,945.59
39,468.283707303665,92735,927.35
40,468.368312934445,89651,896.51
41,468.45291832793,90749,907.49
42,468.537523484364,93192,931.92
43,468.622128403994,113009,1130.09
44,468.706733087065,122169,1221.69
45,468.791337533821,111265,1112.65
46,468.875941744507,100498,1004.98
47,468.96054571937,94473,944.73
48,469.045149458653,90845,908.45
49,469.129752962602,88968,889.68
50,469.214356231462,87722,877.22
51,469.298959265479,86880,868.8
52,469.383562064897,86609,866.09
53,469.468164629962,86311,863.11
54,469.552766960919,88394,883.94
55,469.637369058012,92207,922.07
56,469.721970921487,91714,917.14
57,469.80657255159,89789,897.89
58,469.891173948565,91062,910.62
59,469.975775112657,90649,906.49
60,470.060376044111,88659,886.59
61,470.144976743173,87461,874.61
62,470.229577210088,89625,896.25
63,470.314177445101,89922,899.22
64,470.398777448457,91109,911.09
