Scan Date:,2025-05-24 17:26:06Z
Integration Time:,1000
Number of Averages:,100

Pixel Number,Wavelength (nm),Sum Spectrum,Averaged Spectrum
0,464.9839,34629,346.29
1,465.068515076491,34345,343.45
2,465.153129906126,34263,342.63
3,465.237744489151,33890,338.9
4,465.322358825812,33730,337.3
5,465.406972916352,33711,337.11
6,465.491586761018,33765,337.65
7,465.576200360054,33818,338.18
8,465.660813713705,34037,340.37
9,465.745426822218,33892,338.92
10,465.830039685836,33733,337.33
11,465.914652304805,33839,338.39
12,465.99926467937,33940,339.4
13,466.083876809776,33849,338.49
14,466.168488696269,33801,338.01
15,466.253100339093,195414,1954.14
16,466.337711738494,241266,2412.66
17,466.422322894716,155878,1558.78
18,466.506933808006,105086,1050.86
19,466.591544478607,76056,760.56
20,466.676154906766,59558,595.58
21,466.760765092726,50138,501.38
22,466.845375036735,48604,486.04
23,466.929984739036,47229,472.29
24,467.014594199874,44026,440.26
25,467.099203419495,41806,418.06
26,467.183812398145,40006,400.06
27,467.268421136067,39016,390.16
28,467.353029633508,72340,723.4
29,467.437637890711,83733,837.33
30,467.522245907924,70258,702.58
31,467.60685368539,59347,593.47
32,467.691461223355,50095,500.95
33,467.776068522063,45116,451.16
34,467.860675581761,42267,422.67
35,467.945282402693,45632,456.32
36,468.029888985104,53035,530.35
37,468.11449532924,51749,517.49
38,468.199101435345,49536,495.36
39,468.283707303665,46764,467.64
40,468.368312934445,42753,427.53
41,468.45291832793,44268,442.68
42,468.537523484364,47823,478.23
43,468.622128403994,74197,741.97
44,468.706733087065,85972,859.72
45,468.791337533821,71161,711.61
46,468.875941744507,56599,565.99
47,468.96054571937,48778,487.78
48,469.045149458653,44923,449.23
49,469.129752962602,42479,424.79
50,469.214356231462,40419,404.19
51,469.298959265479,39214,392.14
52,469.383562064897,39028,390.28
53,469.468164629962,38725,387.25
54,469.552766960919,41880,418.8
55,469.637369058012,46792,467.92
56,469.721970921487,45551,455.51
57,469.80657255159,42614,426.14
58,469.891173948565,44629,446.29
59,469.975775112657,44105,441.05
60,470.060376044111,40830,408.3
61,470.144976743173,39459,394.59
62,470.229577210088,42596,425.96
63,470.314177445101,43276,432.76
64,470.398777448457,44985,449.85
65,470.483377220402,71547,715.47
66,470.567976761179,79616,796.16
67,470.652576071035,66698,666.98
68,470.737175150215,55651,556.51
69,470.821773998963,48316,483.16
70,470.906372617525,47532,475.32
71,470.990971006146,45617,456.17
72,471.075569165072,80853,808.53
73,471.160167094546,90092,900.92
74,471.244764794815,72578,725.78
75,471.329362266123,60501,605.01
76,471.413959508717,54340,543.4
77,471.498556522839,57198,571.98
78,471.583153308737,58353,583.53
79,471.667749866655,54776,547.76
80,471.752346196838,53523,535.23
81,471.836942299532,53424,534.24
82,471.921538174981,57893,578.93
83,472.00613382343,55562,555.62
84,472.090729245126,48017,480.17
85,472.175324440312,43384,433.84
86,472.259919409234,44554,445.54
87,472.344514152137,44215,442.15
88,472.429108669267,41310,413.1
89,472.513702960868,41050,410.5
90,472.598297027185,42981,429.81
91,472.682890868465,42476,424.76
92,472.767484484951,40234,402.34
93,472.852077876889,38664,386.64
94,472.936671044524,41685,416.85
95,473.021263988101,42527,425.27
96,473.105856707865,41069,410.69
97,473.190449204062,47064,470.64
98,473.275041476937,65026,650.26
99,473.359633526735,72790,727.9
100,473.4442253537,62774,627.74
101,473.528816958078,55231,552.31
102,473.613408340115,53684,536.84
103,473.697999500055,49559,495.59
104,473.782590438143,44525,445.25
105,473.867181154625,42112,421.12
106,473.951771649745,45498,454.98
107,474.03636192375,45611,456.11
108,474.120951976883,42642,426.42
109,474.20554180939,40991,409.91
110,474.290131421517,39669,396.69
111,474.374720813508,43533,435.33
112,474.459309985608,43961,439.61
113,474.543898938063,41016,410.16
114,474.628487671118,39680,396.8
115,474.713076185018,38947,389.47
116,474.797664480008,42854,428.54
117,474.882252556332,78443,784.43
118,474.966840414238,88962,889.62
119,475.051428053968,109274,1092.74
120,475.13601547577,106693,1066.93
121,475.220602679887,77599,775.99
122,475.305189666564,60059,600.59
123,475.389776436048,50418,504.18
124,475.474362988583,45207,452.07
125,475.558949324414,41652,416.52
126,475.643535443787,39767,397.67
127,475.728121346946,39061,390.61
128,475.812707034136,38424,384.24
129,475.897292505604,65598,655.98
130,475.981877761593,78287,782.87
131,476.066462802349,68326,683.26
132,476.151047628118,61091,610.91
133,476.235632239144,53183,531.83
134,476.320216635672,45949,459.49
135,476.404800817948,46257,462.57
136,476.489384786216,45815,458.15
137,476.573968540723,47892,478.92
138,476.658552081712,70767,707.67
139,476.74313540943,73656,736.56
140,476.827718524121,59282,592.82
141,476.91230142603,50250,502.5
142,476.996884115403,48620,486.2
143,477.081466592484,46534,465.34
144,477.166048857519,42536,425.36
145,477.250630910753,44596,445.96
146,477.335212752432,44891,448.91
147,477.419794382799,42014,420.14
148,477.504375802101,43685,436.85
149,477.588957010582,44497,444.97
150,477.673538008487,42331,423.31
151,477.758118796063,91778,917.78
152,477.842699373553,104948,1049.48
153,477.927279741204,76882,768.82
154,478.011859899259,59830,598.3
155,478.096439847965,49781,497.81
156,478.181019587566,45044,450.44
157,478.265599118308,43097,430.97
158,478.350178440435,41245,412.45
159,478.434757554193,39977,399.77
160,478.519336459827,53664,536.64
161,478.603915157582,56709,567.09
162,478.688493647704,48363,483.63
163,478.773071930436,115587,1155.87
164,478.857650006026,133093,1330.93
165,478.942227874716,94187,941.87
166,479.026805536754,85093,850.93
167,479.111382992383,78021,780.21
168,479.19596024185,66557,665.57
169,479.280537285398,56608,566.08
170,479.365114123274,48174,481.74
171,479.449690755722,43059,430.59
172,479.534267182988,39973,399.73
173,479.618843405317,38322,383.22
174,479.703419422953,41553,415.53
175,479.787995236142,46939,469.39
176,479.87257084513,46150,461.5
177,479.95714625016,42915,429.15
178,480.041721451479,40666,406.66
179,480.126296449331,39698,396.98
180,480.210871243962,42380,423.8
181,480.295445835617,42884,428.84
182,480.380020224541,44487,444.87
183,480.464594410979,44059,440.59
184,480.549168395175,45123,451.23
185,480.633742177377,44753,447.53
186,480.718315757827,41648,416.48
187,480.802889136772,39782,397.82
188,480.887462314457,38819,388.19
189,480.972035291127,37789,377.89
190,481.056608067026,42057,420.57
191,481.141180642401,57421,574.21
192,481.225753017496,58747,587.47
193,481.310325192556,49315,493.15
194,481.394897167827,47311,473.11
195,481.479468943554,45883,458.83
196,481.564040519981,42760,427.6
197,481.648611897354,41054,410.54
198,481.733183075918,39398,393.98
199,481.817754055918,42248,422.48
200,481.9023248376,42855,428.55
201,481.986895421208,43910,439.1
202,482.071465806988,83492,834.92
203,482.156035995184,91830,918.3
204,482.240605986042,72574,725.74
205,482.325175779807,59795,597.95
206,482.409745376725,50236,502.36
207,482.494314777039,44742,447.42
208,482.578883980996,41686,416.86
209,482.663452988841,40329,403.29
210,482.748021800818,39381,393.81
211,482.832590417173,39057,390.57
212,482.91715883815,43178,431.78
213,483.001727063996,47478,474.78
214,483.086295094955,46096,460.96
215,483.170862931273,42619,426.19
216,483.255430573193,41399,413.99
217,483.339998020963,44359,443.59
218,483.424565274826,44866,448.66
219,483.509132335028,42029,420.29
220,483.593699201814,40312,403.12
221,483.678265875429,43009,430.09
222,483.762832356118,42826,428.26
223,483.847398644127,40049,400.49
224,483.9319647397,42400,424
225,484.016530643083,56008,560.08
226,484.101096354521,57844,578.44
227,484.185661874258,50139,501.39
228,484.270227202541,44803,448.03
229,484.354792339614,41575,415.75
230,484.439357285722,40477,404.77
231,484.523922041111,43592,435.92
232,484.608486606025,47423,474.23
233,484.69305098071,45950,459.5
234,484.777615165411,44903,449.03
235,484.862179160373,47112,471.12
236,484.946742965841,45638,456.38
237,485.03130658206,45282,452.82
238,485.115870009276,48294,482.94
239,485.200433247733,46940,469.4
240,485.284996297677,43515,435.15
241,485.369559159353,71283,712.83
242,485.454121833005,81885,818.85
243,485.53868431888,66109,661.09
244,485.623246617222,55462,554.62
245,485.707808728276,48926,489.26
246,485.792370652288,43740,437.4
247,485.876932389502,44450,444.5
248,485.961493940164,44243,442.43
249,486.046055304519,41655,416.55
250,486.130616482813,40853,408.53
251,486.215177475289,40661,406.61
252,486.299738282193,47521,475.21
253,486.384298903771,49030,490.3
254,486.468859340268,43928,439.28
255,486.553419591928,40420,404.2
256,486.637979658997,39350,393.5
257,486.722539541719,38757,387.57
258,486.807099240341,41298,412.98
259,486.891658755108,41821,418.21
260,486.976218086263,39667,396.67
261,487.060777234053,38467,384.67
262,487.145336198723,37757,377.57
263,487.229894980517,37168,371.68
264,487.314453579682,37908,379.08
265,487.399011996461,38146,381.46
266,487.483570231101,37445,374.45
267,487.568128283845,37161,371.61
268,487.652686154941,36856,368.56
269,487.737243844632,37225,372.25
270,487.821801353163,42534,425.34
271,487.906358680781,43855,438.55
272,487.990915827729,40995,409.95
273,488.075472794253,39606,396.06
274,488.160029580599,44440,444.4
275,488.244586187011,45679,456.79
276,488.329142613735,42710,427.1
277,488.413698861015,48449,484.49
278,488.498254929097,49394,493.94
279,488.582810818225,48874,488.74
280,488.667366528646,48434,484.34
281,488.751922060605,44279,442.79
282,488.836477414345,42826,428.26
283,488.921032590113,42240,422.4
284,489.005587588153,42826,428.26
285,489.090142408711,75180,751.8
286,489.174697052032,86213,862.13
287,489.259251518361,71892,718.92
288,489.343805807943,59424,594.24
289,489.428359921024,49841,498.41
290,489.512913857847,44142,441.42
291,489.597467618659,41295,412.95
292,489.682021203705,53726,537.26
293,489.76657461323,56421,564.21
294,489.851127847479,47804,478.04
295,489.935680906696,45026,450.26
296,490.020233791128,42889,428.89
297,490.104786501019,40090,400.9
298,490.189339036615,42739,427.39
299,490.27389139816,43183,431.83
300,490.3584435859,40534,405.34
301,490.44299560008,38973,389.73
302,490.527547440945,37677,376.77
303,490.612099108739,36805,368.05
304,490.69665060371,36601,366.01
305,490.7812019261,36717,367.17
306,490.865753076156,40583,405.83
307,490.950304054123,41996,419.96
308,491.034854860246,40400,404
309,491.119405494769,39439,394.39
310,491.203955957939,38998,389.98
311,491.288506249999,38966,389.66
312,491.373056371197,38275,382.75
313,491.457606321775,41872,418.72
314,491.54215610198,44125,441.25
315,491.626705712057,41960,419.6
316,491.711255152251,39583,395.83
317,491.795804422807,38102,381.02
318,491.88035352397,37374,373.74
319,491.964902455985,37616,376.16
320,492.049451219098,41958,419.58
321,492.133999813553,42603,426.03
322,492.218548239596,39996,399.96
323,492.303096497471,42282,422.82
324,492.387644587425,45486,454.86
325,492.472192509702,47739,477.39
326,492.556740264546,55721,557.21
327,492.641287852205,54541,545.41
328,492.725835272921,47126,471.26
329,492.810382526942,43906,439.06
330,492.894929614511,54375,543.75
331,492.979476535874,55966,559.66
332,493.064023291276,48142,481.42
333,493.148569880962,46219,462.19
334,493.233116305178,44248,442.48
335,493.317662564167,41143,411.43
336,493.402208658177,40442,404.42
337,493.486754587451,39547,395.47
338,493.571300352235,38460,384.6
339,493.655845952774,37922,379.22
340,493.740391389313,41417,414.17
341,493.824936662097,41862,418.62
342,493.909481771372,42426,424.26
343,493.994026717382,41955,419.55
344,494.078571500372,39675,396.75
345,494.163116120589,39007,390.07
346,494.247660578276,38612,386.12
347,494.33220487368,74162,741.62
348,494.416749007044,84180,841.8
349,494.501292978615,64983,649.83
