Scan Date:,2025-05-24 16:47:48Z
Integration Time:,1000
Number of Averages:,100

Pixel Number,Wavelength (nm),Sum Spectrum,Averaged Spectrum
0,464.9839,19402,194.02
1,465.068515076491,19650,196.5
2,465.153129906126,19610,196.1
3,465.237744489151,19249,192.49
4,465.322358825812,18951,189.51
5,465.406972916352,18732,187.32
6,465.491586761018,18768,187.68
7,465.576200360054,19086,190.86
8,465.660813713705,19365,193.65
9,465.745426822218,19382,193.82
10,465.830039685836,19234,192.34
11,465.914652304805,19268,192.68
12,465.99926467937,19145,191.45
13,466.083876809776,19285,192.85
14,466.168488696269,19450,194.5
15,466.253100339093,197652,1976.52
16,466.337711738494,248121,2481.21
17,466.422322894716,153505,1535.05
18,466.506933808006,97557,975.57
19,466.591544478607,65471,654.71
20,466.676154906766,47149,471.49
21,466.760765092726,36570,365.7
22,466.845375036735,34927,349.27
23,466.929984739036,33561,335.61
24,467.014594199874,30262,302.62
25,467.099203419495,27762,277.62
26,467.183812398145,25878,258.78
27,467.268421136067,25179,251.79
28,467.353029633508,61662,616.62
29,467.437637890711,74166,741.66
30,467.522245907924,59419,594.19
31,467.60685368539,47315,473.15
32,467.691461223355,37080,370.8
33,467.776068522063,31860,318.6
34,467.860675581761,28489,284.89
35,467.945282402693,32396,323.96
36,468.029888985104,41091,410.91
37,468.11449532924,39798,397.98
38,468.199101435345,37160,371.6
39,468.283707303665,33733,337.33
40,468.368312934445,28865,288.65
41,468.45291832793,30448,304.48
42,468.537523484364,33973,339.73
43,468.622128403994,62484,624.84
44,468.706733087065,75705,757.05
45,468.791337533821,59690,596.9
46,468.875941744507,44032,440.32
47,468.96054571937,35883,358.83
48,469.045149458653,31330,313.3
49,469.129752962602,28445,284.45
50,469.214356231462,26065,260.65
51,469.298959265479,24722,247.22
52,469.383562064897,24542,245.42
53,469.468164629962,24225,242.25
54,469.552766960919,27583,275.83
55,469.637369058012,33181,331.81
56,469.721970921487,32246,322.46
57,469.80657255159,29287,292.87
58,469.891173948565,31455,314.55
59,469.975775112657,30548,305.48
60,470.060376044111,27345,273.45
61,470.144976743173,25546,255.46
62,470.229577210088,28841,288.41
63,470.314177445101,29521,295.21
64,470.398777448457,31417,314.17
65,470.483377220402,60634,606.34
66,470.567976761179,69662,696.62
67,470.652576071035,55896,558.96
68,470.737175150215,43699,436.99
69,470.821773998963,34950,349.5
70,470.906372617525,34114,341.14
71,470.990971006146,32190,321.9
72,471.075569165072,70804,708.04
73,471.160167094546,80713,807.13
74,471.244764794815,61750,617.5
75,471.329362266123,48806,488.06
76,471.413959508717,42483,424.83
77,471.498556522839,45606,456.06
78,471.583153308737,46194,461.94
79,471.667749866655,42144,421.44
80,471.752346196838,41193,411.93
81,471.836942299532,41130,411.3
82,471.921538174981,45938,459.38
83,472.00613382343,43151,431.51
84,472.090729245126,35146,351.46
85,472.175324440312,30288,302.88
86,472.259919409234,31569,315.69
87,472.344514152137,30961,309.61
88,472.429108669267,27395,273.95
89,472.513702960868,26857,268.57
90,472.598297027185,28890,288.9
91,472.682890868465,28477,284.77
92,472.767484484951,25920,259.2
93,472.852077876889,24231,242.31
94,472.936671044524,27673,276.73
95,473.021263988101,28985,289.85
96,473.105856707865,27481,274.81
97,473.190449204062,33550,335.5
98,473.275041476937,53372,533.72
99,473.359633526735,62107,621.07
100,473.4442253537,51098,510.98
101,473.528816958078,43159,431.59
102,473.613408340115,41513,415.13
103,473.697999500055,36723,367.23
104,473.782590438143,31187,311.87
105,473.867181154625,28205,282.05
106,473.951771649745,31579,315.79
107,474.03636192375,31588,315.88
108,474.120951976883,28382,283.82
109,474.20554180939,26955,269.55
110,474.290131421517,25931,259.31
111,474.374720813508,29625,296.25
112,474.459309985608,29803,298.03
113,474.543898938063,26690,266.9
114,474.628487671118,25124,251.24
115,474.713076185018,24575,245.75
116,474.797664480008,28904,289.04
117,474.882252556332,67852,678.52
118,474.966840414238,79351,793.51
119,475.051428053968,101531,1015.31
120,475.13601547577,98546,985.46
121,475.220602679887,66912,669.12
122,475.305189666564,48040,480.4
123,475.389776436048,37388,373.88
124,475.474362988583,31327,313.27
125,475.558949324414,27485,274.85
126,475.643535443787,25396,253.96
127,475.728121346946,24696,246.96
128,475.812707034136,24155,241.55
129,475.897292505604,53552,535.52
130,475.981877761593,67350,673.5
131,476.066462802349,56851,568.51
132,476.151047628118,49172,491.72
133,476.235632239144,40448,404.48
134,476.320216635672,32861,328.61
135,476.404800817948,33047,330.47
136,476.489384786216,32104,321.04
137,476.573968540723,34311,343.11
138,476.658552081712,59614,596.14
139,476.74313540943,63097,630.97
140,476.827718524121,47317,473.17
141,476.91230142603,37191,371.91
142,476.996884115403,35163,351.63
143,477.081466592484,32932,329.32
144,477.166048857519,28581,285.81
145,477.250630910753,30725,307.25
146,477.335212752432,30577,305.77
147,477.419794382799,27511,275.11
148,477.504375802101,29852,298.52
149,477.588957010582,30831,308.31
150,477.673538008487,28321,283.21
151,477.758118796063,82826,828.26
152,477.842699373553,97474,974.74
153,477.927279741204,66400,664
154,478.011859899259,47560,475.6
155,478.096439847965,36278,362.78
156,478.181019587566,30981,309.81
157,478.265599118308,28844,288.44
158,478.350178440435,26829,268.29
159,478.434757554193,25772,257.72
160,478.519336459827,41028,410.28
161,478.603915157582,44524,445.24
162,478.688493647704,35067,350.67
163,478.773071930436,108782,1087.82
164,478.857650006026,127881,1278.81
165,478.942227874716,85263,852.63
166,479.026805536754,75316,753.16
167,479.111382992383,67341,673.41
168,479.19596024185,54748,547.48
169,479.280537285398,44312,443.12
170,479.365114123274,35016,350.16
171,479.449690755722,29361,293.61
172,479.534267182988,26252,262.52
173,479.618843405317,24531,245.31
174,479.703419422953,28123,281.23
175,479.787995236142,34460,344.6
176,479.87257084513,33372,333.72
