464.9839,19911
465.068515076491,19498
465.153129906126,19859
465.237744489151,20106
465.322358825812,20005
465.406972916352,19907
465.491586761018,19870
465.576200360054,19845
465.660813713705,19564
465.745426822218,19633
465.830039685836,20011
465.914652304805,20218
465.99926467937,20148
466.083876809776,20076
466.168488696269,20091
466.253100339093,197590
466.337711738494,248134
466.422322894716,154343
466.506933808006,98563
466.591544478607,66206
466.676154906766,47758
466.760765092726,37353
466.845375036735,35392
466.929984739036,34327
467.014594199874,31126
467.099203419495,28345
467.183812398145,26391
467.268421136067,25325
467.353029633508,61367
467.437637890711,73931
467.522245907924,59262
467.60685368539,47419
467.691461223355,37130
467.776068522063,31873
467.860675581761,28826
467.945282402693,33041
468.029888985104,41449
468.11449532924,39684
468.199101435345,36979
468.283707303665,33788
468.368312934445,29186
468.45291832793,30700
468.537523484364,34633
468.622128403994,63419
468.706733087065,76274
468.791337533821,60351
468.875941744507,44735
468.96054571937,36403
469.045149458653,31918
469.129752962602,29240
469.214356231462,27573
469.298959265479,26746
469.383562064897,26412
469.468164629962,25911
469.552766960919,29010
469.637369058012,34140
469.721970921487,32959
469.80657255159,29930
469.891173948565,32458
469.975775112657,32052
470.060376044111,28507
470.144976743173,26550
470.229577210088,29739
470.314177445101,30480
470.398777448457,32503
470.483377220402,61634
470.567976761179,70707
470.652576071035,56640
470.737175150215,44315
470.821773998963,35738
470.906372617525,35072
470.990971006146,33038
471.075569165072,71038
471.160167094546,81139
471.244764794815,62524
471.329362266123,49575
471.413959508717,43200
471.498556522839,46188
471.583153308737,46758
471.667749866655,42943
471.752346196838,41654
471.836942299532,41553
471.921538174981,46451
472.00613382343,43962
472.090729245126,36109
472.175324440312,30914
472.259919409234,31963
472.344514152137,31311
472.429108669267,28044
472.513702960868,27399
472.598297027185,29587
472.682890868465,29402
472.767484484951,26979
472.852077876889,24999
472.936671044524,28457
473.021263988101,29338
473.105856707865,27424
473.190449204062,33812
473.275041476937,53574
473.359633526735,62244
473.4442253537,51632
473.528816958078,43666
