Scan Date:,2025-05-24 15:35:06Z
Integration Time:,1000
Number of Averages:,100

Pixel Number,Wavelength (nm),Sum Spectrum,Averaged Spectrum
0,464.9839,55643,556.43
1,465.068515076491,55455,554.55
2,465.153129906126,55730,557.3
3,465.237744489151,55744,557.44
4,465.322358825812,55738,557.38
5,465.406972916352,55648,556.48
6,465.491586761018,55590,555.9
7,465.576200360054,55348,553.48
8,465.660813713705,55222,552.22
9,465.745426822218,55135,551.35
10,465.830039685836,55286,552.86
11,465.914652304805,55594,555.94
12,465.99926467937,55963,559.63
13,466.083876809776,56011,560.11
14,466.168488696269,55977,559.77
15,466.253100339093,195359,1953.59
16,466.337711738494,234747,2347.47
17,466.422322894716,160951,1609.51
18,466.506933808006,117093,1170.93
19,466.591544478607,92049,920.49
20,466.676154906766,77534,775.34
21,466.760765092726,69272,692.72
22,466.845375036735,68154,681.54
23,466.929984739036,67118,671.18
24,467.014594199874,64529,645.29
25,467.099203419495,62506,625.06
26,467.183812398145,61157,611.57
27,467.268421136067,60380,603.8
28,467.353029633508,89142,891.42
29,467.437637890711,99032,990.32
30,467.522245907924,87380,873.8
31,467.60685368539,77681,776.81
32,467.691461223355,69415,694.15
33,467.776068522063,65126,651.26
34,467.860675581761,62580,625.8
35,467.945282402693,65495,654.95
36,468.029888985104,72205,722.05
37,468.11449532924,71176,711.76
38,468.199101435345,69013,690.13
39,468.283707303665,66608,666.08
40,468.368312934445,63076,630.76
41,468.45291832793,64374,643.74
42,468.537523484364,67466,674.66
43,468.622128403994,90612,906.12
44,468.706733087065,101413,1014.13
45,468.791337533821,88612,886.12
46,468.875941744507,75820,758.2
47,468.96054571937,68898,688.98
48,469.045149458653,65295,652.95
49,469.129752962602,63068,630.68
50,469.214356231462,61517,615.17
51,469.298959265479,60607,606.07
52,469.383562064897,60166,601.66
53,469.468164629962,60171,601.71
54,469.552766960919,63025,630.25
55,469.637369058012,67142,671.42
56,469.721970921487,66150,661.5
57,469.80657255159,63618,636.18
58,469.891173948565,65017,650.17
59,469.975775112657,64285,642.85
60,470.060376044111,61769,617.69
61,470.144976743173,60342,603.42
62,470.229577210088,62790,627.9
63,470.314177445101,63659,636.59
64,470.398777448457,65400,654
65,470.483377220402,88653,886.53
66,470.567976761179,95680,956.8
67,470.652576071035,84566,845.66
68,470.737175150215,74935,749.35
69,470.821773998963,68118,681.18
70,470.906372617525,67447,674.47
71,470.990971006146,65797,657.97
72,471.075569165072,96558,965.58
73,471.160167094546,104715,1047.15
74,471.244764794815,89684,896.84
75,471.329362266123,79184,791.84
76,471.413959508717,74137,741.37
77,471.498556522839,76855,768.55
78,471.583153308737,77538,775.38
79,471.667749866655,74208,742.08
80,471.752346196838,73024,730.24
81,471.836942299532,72957,729.57
82,471.921538174981,76872,768.72
83,472.00613382343,74627,746.27
84,472.090729245126,68276,682.76
85,472.175324440312,64381,643.81
86,472.259919409234,65158,651.58
87,472.344514152137,64638,646.38
88,472.429108669267,61955,619.55
89,472.513702960868,61403,614.03
90,472.598297027185,63008,630.08
91,472.682890868465,62954,629.54
92,472.767484484951,61172,611.72
93,472.852077876889,59853,598.53
94,472.936671044524,62659,626.59
95,473.021263988101,63603,636.03
96,473.105856707865,62207,622.07
97,473.190449204062,66912,669.12
98,473.275041476937,82605,826.05
99,473.359633526735,89780,897.8
100,473.4442253537,81217,812.17
101,473.528816958078,74651,746.51
102,473.613408340115,73273,732.73
103,473.697999500055,69478,694.78
104,473.782590438143,64850,648.5
105,473.867181154625,62635,626.35
106,473.951771649745,65373,653.73
107,474.03636192375,65350,653.5
108,474.120951976883,62995,629.95
109,474.20554180939,61812,618.12
110,474.290131421517,61004,610.04
111,474.374720813508,64147,641.47
112,474.459309985608,64260,642.6
113,474.543898938063,61790,617.9
114,474.628487671118,60356,603.56
115,474.713076185018,59623,596.23
116,474.797664480008,63189,631.89
117,474.882252556332,94504,945.04
118,474.966840414238,104037,1040.37
119,475.051428053968,122600,1226
120,475.13601547577,120269,1202.69
121,475.220602679887,94186,941.86
122,475.305189666564,78576,785.76
123,475.389776436048,70000,700
124,475.474362988583,65202,652.02
125,475.558949324414,62211,622.11
126,475.643535443787,60771,607.71
127,475.728121346946,60226,602.26
128,475.812707034136,59512,595.12
129,475.897292505604,83624,836.24
130,475.981877761593,94662,946.62
131,476.066462802349,85954,859.54
132,476.151047628118,79485,794.85
133,476.235632239144,72282,722.82
134,476.320216635672,66149,661.49
135,476.404800817948,66444,664.44
136,476.489384786216,65887,658.87
137,476.573968540723,67812,678.12
138,476.658552081712,87685,876.85
139,476.74313540943,90245,902.45
140,476.827718524121,77849,778.49
141,476.91230142603,69844,698.44
142,476.996884115403,68125,681.25
143,477.081466592484,66253,662.53
144,477.166048857519,62865,628.65
145,477.250630910753,64683,646.83
146,477.335212752432,64953,649.53
147,477.419794382799,62540,625.4
148,477.504375802101,64030,640.3
149,477.588957010582,64431,644.31
150,477.673538008487,62162,621.62
151,477.758118796063,105339,1053.39
152,477.842699373553,117200,1172
153,477.927279741204,92861,928.61
154,478.011859899259,77976,779.76
155,478.096439847965,69265,692.65
156,478.181019587566,65053,650.53
157,478.265599118308,63251,632.51
158,478.350178440435,61680,616.8
159,478.434757554193,60771,607.71
160,478.519336459827,72768,727.68
161,478.603915157582,75698,756.98
162,478.688493647704,68355,683.55
163,478.773071930436,126971,1269.71
164,478.857650006026,142210,1422.1
165,478.942227874716,108278,1082.78
166,479.026805536754,99712,997.12
167,479.111382992383,93262,932.62
168,479.19596024185,83621,836.21
169,479.280537285398,75284,752.84
170,479.365114123274,67978,679.78
171,479.449690755722,63473,634.73
172,479.534267182988,60732,607.32
173,479.618843405317,59355,593.55
174,479.703419422953,62409,624.09
175,479.787995236142,67584,675.84
176,479.87257084513,66911,669.11
177,479.95714625016,63628,636.28
178,480.041721451479,61421,614.21
179,480.126296449331,60618,606.18
180,480.210871243962,63323,633.23
181,480.295445835617,63872,638.72
182,480.380020224541,65007,650.07
183,480.464594410979,64685,646.85
184,480.549168395175,65709,657.09
185,480.633742177377,65436,654.36
186,480.718315757827,62767,627.67
187,480.802889136772,60927,609.27
188,480.887462314457,59576,595.76
189,480.972035291127,58624,586.24
190,481.056608067026,62416,624.16
191,481.141180642401,76083,760.83
192,481.225753017496,77230,772.3
193,481.310325192556,69261,692.61
194,481.394897167827,67703,677.03
195,481.479468943554,65927,659.27
196,481.564040519981,62939,629.39
197,481.648611897354,61510,615.1
198,481.733183075918,60220,602.2
199,481.817754055918,62673,626.73
200,481.9023248376,63185,631.85
201,481.986895421208,64032,640.32
202,482.071465806988,99180,991.8
203,482.156035995184,107154,1071.54
204,482.240605986042,90085,900.85
205,482.325175779807,78650,786.5
206,482.409745376725,70166,701.66
207,482.494314777039,65189,651.89
208,482.578883980996,62450,624.5
209,482.663452988841,61008,610.08
210,482.748021800818,59818,598.18
211,482.832590417173,59315,593.15
212,482.91715883815,62832,628.32
213,483.001727063996,66752,667.52
214,483.086295094955,65785,657.85
215,483.170862931273,62914,629.14
216,483.255430573193,61645,616.45
217,483.339998020963,64249,642.49
218,483.424565274826,64756,647.56
219,483.509132335028,62229,622.29
220,483.593699201814,60610,606.1
221,483.678265875429,62865,628.65
222,483.762832356118,62991,629.91
223,483.847398644127,60531,605.31
224,483.9319647397,62792,627.92
225,484.016530643083,74818,748.18
226,484.101096354521,76400,764
227,484.185661874258,69884,698.84
228,484.270227202541,65338,653.38
229,484.354792339614,62643,626.43
230,484.439357285722,61502,615.02
231,484.523922041111,64161,641.61
232,484.608486606025,67715,677.15
233,484.69305098071,66273,662.73
234,484.777615165411,65171,651.71
235,484.862179160373,67397,673.97
236,484.946742965841,65999,659.99
237,485.03130658206,65705,657.05
238,485.115870009276,68520,685.2
239,485.200433247733,67346,673.46
240,485.284996297677,64159,641.59
241,485.369559159353,86970,869.7
242,485.454121833005,95886,958.86
243,485.53868431888,82673,826.73
244,485.623246617222,73967,739.67
245,485.707808728276,68481,684.81
246,485.792370652288,64161,641.61
247,485.876932389502,64855,648.55
248,485.961493940164,64424,644.24
249,486.046055304519,61923,619.23
250,486.130616482813,61305,613.05
251,486.215177475289,61174,611.74
252,486.299738282193,67179,671.79
253,486.384298903771,68689,686.89
254,486.468859340268,64365,643.65
255,486.553419591928,61252,612.52
256,486.637979658997,60351,603.51
257,486.722539541719,59721,597.21
258,486.807099240341,61947,619.47
259,486.891658755108,62534,625.34
260,486.976218086263,60558,605.58
261,487.060777234053,59534,595.34
262,487.145336198723,58995,589.95
263,487.229894980517,58190,581.9
264,487.314453579682,58564,585.64
265,487.399011996461,58842,588.42
266,487.483570231101,58690,586.9
267,487.568128283845,58520,585.2
268,487.652686154941,58015,580.15
269,487.737243844632,58058,580.58
270,487.821801353163,62746,627.46
271,487.906358680781,64023,640.23
272,487.990915827729,61540,615.4
273,488.075472794253,60437,604.37
274,488.160029580599,64737,647.37
275,488.244586187011,65663,656.63
276,488.329142613735,62885,628.85
277,488.413698861015,67578,675.78
278,488.498254929097,68543,685.43
279,488.582810818225,68465,684.65
280,488.667366528646,68108,681.08
281,488.751922060605,64685,646.85
282,488.836477414345,62573,625.73
283,488.921032590113,61789,617.89
284,489.005587588153,62722,627.22
285,489.090142408711,91838,918.38
286,489.174697052032,102137,1021.37
287,489.259251518361,89644,896.44
288,489.343805807943,78478,784.78
289,489.428359921024,69804,698.04
290,489.512913857847,64871,648.71
291,489.597467618659,62417,624.17
