Scan Date:,2025-05-24 17:12:06Z
Integration Time:,1000
Number of Averages:,100

Pixel Number,Wavelength (nm),Sum Spectrum,Averaged Spectrum
0,464.9839,44643,446.43
1,465.068515076491,43857,438.57
2,465.153129906126,43929,439.29
3,465.237744489151,43718,437.18
4,465.322358825812,43576,435.76
5,465.406972916352,43830,438.3
6,465.491586761018,43869,438.69
7,465.576200360054,43900,439
8,465.660813713705,43950,439.5
9,465.745426822218,44097,440.97
10,465.830039685836,44079,440.79
11,465.914652304805,44025,440.25
12,465.99926467937,44162,441.62
13,466.083876809776,44214,442.14
14,466.168488696269,44345,443.45
15,466.253100339093,193850,1938.5
16,466.337711738494,236486,2364.86
17,466.422322894716,157774,1577.74
18,466.506933808006,111058,1110.58
19,466.591544478607,83957,839.57
20,466.676154906766,68315,683.15
21,466.760765092726,58986,589.86
22,466.845375036735,57220,572.2
23,466.929984739036,56027,560.27
24,467.014594199874,53143,531.43
25,467.099203419495,51083,510.83
26,467.183812398145,49419,494.19
27,467.268421136067,48612,486.12
28,467.353029633508,79429,794.29
29,467.437637890711,90030,900.3
30,467.522245907924,77698,776.98
31,467.60685368539,67624,676.24
32,467.691461223355,59010,590.1
33,467.776068522063,54814,548.14
34,467.860675581761,52232,522.32
35,467.945282402693,55246,552.46
36,468.029888985104,62094,620.94
37,468.11449532924,60397,603.97
38,468.199101435345,58292,582.92
39,468.283707303665,55911,559.11
40,468.368312934445,52018,520.18
41,468.45291832793,53433,534.33
42,468.537523484364,56575,565.75
43,468.622128403994,81574,815.74
44,468.706733087065,92900,929
45,468.791337533821,78969,789.69
46,468.875941744507,65442,654.42
47,468.96054571937,58215,582.15
48,469.045149458653,54212,542.12
49,469.129752962602,51630,516.3
50,469.214356231462,49896,498.96
51,469.298959265479,48911,489.11
52,469.383562064897,48535,485.35
53,469.468164629962,48461,484.61
54,469.552766960919,51550,515.5
55,469.637369058012,56370,563.7
56,469.721970921487,55493,554.93
57,469.80657255159,52762,527.62
58,469.891173948565,54104,541.04
59,469.975775112657,53184,531.84
60,470.060376044111,50394,503.94
61,470.144976743173,49263,492.63
62,470.229577210088,52504,525.04
63,470.314177445101,53521,535.21
64,470.398777448457,54965,549.65
65,470.483377220402,79574,795.74
66,470.567976761179,87409,874.09
67,470.652576071035,75353,753.53
68,470.737175150215,64724,647.24
69,470.821773998963,57681,576.81
70,470.906372617525,57083,570.83
71,470.990971006146,55252,552.52
72,471.075569165072,88368,883.68
73,471.160167094546,97092,970.92
74,471.244764794815,80438,804.38
75,471.329362266123,69180,691.8
76,471.413959508717,63994,639.94
77,471.498556522839,66856,668.56
78,471.583153308737,67241,672.41
79,471.667749866655,63669,636.69
80,471.752346196838,62428,624.28
81,471.836942299532,62395,623.95
82,471.921538174981,66691,666.91
83,472.00613382343,64587,645.87
84,472.090729245126,57690,576.9
85,472.175324440312,53247,532.47
86,472.259919409234,54033,540.33
87,472.344514152137,53413,534.13
88,472.429108669267,50516,505.16
89,472.513702960868,50124,501.24
90,472.598297027185,51897,518.97
91,472.682890868465,51549,515.49
92,472.767484484951,49591,495.91
93,472.852077876889,48204,482.04
94,472.936671044524,51467,514.67
95,473.021263988101,52392,523.92
96,473.105856707865,50891,508.91
97,473.190449204062,56402,564.02
98,473.275041476937,73334,733.34
99,473.359633526735,80527,805.27
100,473.4442253537,71176,711.76
101,473.528816958078,64239,642.39
102,473.613408340115,63033,630.33
103,473.697999500055,59225,592.25
104,473.782590438143,54423,544.23
105,473.867181154625,52171,521.71
106,473.951771649745,55003,550.03
107,474.03636192375,54922,549.22
