0,464.9839,539900,539.9
1,465.068515076491,537101,537.101
2,465.153129906126,537930,537.93
3,465.237744489151,535670,535.67
4,465.322358825812,533465,533.465
5,465.406972916352,532878,532.878
6,465.491586761018,531985,531.985
7,465.576200360054,531719,531.719
8,465.660813713705,531442,531.442
9,465.745426822218,531563,531.563
10,465.830039685836,532489,532.489
11,465.914652304805,534130,534.13
12,465.99926467937,535105,535.105
13,466.083876809776,536027,536.027
14,466.168488696269,536896,536.896
15,466.253100339093,1942881,1942.881
16,466.337711738494,2341454,2341.454
17,466.422322894716,1597417,1597.417
18,466.506933808006,1155555,1155.555
19,466.591544478607,902424,902.424
20,466.676154906766,757270,757.27
21,466.760765092726,674247,674.247
22,466.845375036735,662139,662.139
23,466.929984739036,650713,650.713
24,467.014594199874,624207,624.207
25,467.099203419495,604535,604.535
26,467.183812398145,587555,587.555
27,467.268421136067,579227,579.227
28,467.353029633508,718904,718.904
29,467.437637890711,761411,761.411
30,467.522245907924,721902,721.902
31,467.60685368539,682073,682.073
32,467.691461223355,631555,631.555
33,467.776068522063,608235,608.235
34,467.860675581761,594242,594.242
35,467.945282402693,630929,630.929
36,468.029888985104,700205,700.205
37,468.11449532924,689948,689.948
38,468.199101435345,671351,671.351
39,468.283707303665,648054,648.054
40,468.368312934445,611825,611.825
41,468.45291832793,625940,625.94
42,468.537523484364,656088,656.088
43,468.622128403994,891294,891.294
44,468.706733087065,998650,998.65
45,468.791337533821,866737,866.737
46,468.875941744507,738800,738.8
47,468.96054571937,670236,670.236
48,469.045149458653,632511,632.511
49,469.129752962602,608986,608.986
50,469.214356231462,591758,591.758
51,469.298959265479,582088,582.088
52,469.383562064897,579500,579.5
53,469.468164629962,576645,576.645
54,469.552766960919,574114,574.114
55,469.637369058012,609709,609.709
56,469.721970921487,616799,616.799
57,469.80657255159,601722,601.722
58,469.891173948565,623459,623.459
59,469.975775112657,620093,620.093
60,470.060376044111,593916,593.916
61,470.144976743173,580794,580.794
62,470.229577210088,609328,609.328
63,470.314177445101,617144,617.144
64,470.398777448457,633312,633.312
65,470.483377220402,870699,870.699
66,470.567976761179,943809,943.809
67,470.652576071035,827588,827.588
68,470.737175150215,727728,727.728
69,470.821773998963,660193,660.193
70,470.906372617525,654837,654.837
71,470.990971006146,639184,639.184
72,471.075569165072,952066,952.066
73,471.160167094546,1035144,1035.144
74,471.244764794815,881132,881.132
75,471.329362266123,774315,774.315
76,471.413959508717,721187,721.187
77,471.498556522839,747030,747.03
78,471.583153308737,752704,752.704
79,471.667749866655,719772,719.772
80,471.752346196838,710053,710.053
81,471.836942299532,710695,710.695
82,471.921538174981,748719,748.719
83,472.00613382343,725836,725.836
84,472.090729245126,660643,660.643
85,472.175324440312,619577,619.577
86,472.259919409234,629453,629.453
87,472.344514152137,624457,624.457
88,472.429108669267,596590,596.59
89,472.513702960868,592167,592.167
90,472.598297027185,611004,611.004
91,472.682890868465,609723,609.723
92,472.767484484951,589867,589.867
93,472.852077876889,574948,574.948
94,472.936671044524,603444,603.444
95,473.021263988101,611619,611.619
96,473.105856707865,598375,598.375
97,473.190449204062,649986,649.986
98,473.275041476937,810544,810.544
99,473.359633526735,879396,879.396
100,473.4442253537,791055,791.055
101,473.528816958078,725627,725.627
102,473.613408340115,710629,710.629
103,473.697999500055,673367,673.367
104,473.782590438143,629535,629.535
105,473.867181154625,607232,607.232
106,473.951771649745,635375,635.375
107,474.03636192375,635107,635.107
108,474.120951976883,609950,609.95
109,474.20554180939,596398,596.398
110,474.290131421517,585537,585.537
111,474.374720813508,616636,616.636
112,474.459309985608,620535,620.535
113,474.543898938063,596694,596.694
114,474.628487671118,584140,584.14
115,474.713076185018,577931,577.931
116,474.797664480008,613385,613.385
117,474.882252556332,931018,931.018
118,474.966840414238,1025037,1025.037
119,475.051428053968,1208709,1208.709
120,475.13601547577,1185095,1185.095
121,475.220602679887,924271,924.271
122,475.305189666564,767418,767.418
123,475.389776436048,679136,679.136
124,475.474362988583,629815,629.815
125,475.558949324414,599257,599.257
126,475.643535443787,584594,584.594
127,475.728121346946,579428,579.428
128,475.812707034136,573288,573.288
129,475.897292505604,814842,814.842
130,475.981877761593,927650,927.65
131,476.066462802349,840469,840.469
132,476.151047628118,776225,776.225
133,476.235632239144,705473,705.473
134,476.320216635672,642938,642.938
135,476.404800817948,645025,645.025
136,476.489384786216,639552,639.552
137,476.573968540723,657568,657.568
138,476.658552081712,860532,860.532
139,476.74313540943,887364,887.364
140,476.827718524121,760373,760.373
141,476.91230142603,678469,678.469
142,476.996884115403,662809,662.809
143,477.081466592484,646193,646.193
144,477.166048857519,610648,610.648
145,477.250630910753,626891,626.891
146,477.335212752432,627741,627.741
147,477.419794382799,604334,604.334
148,477.504375802101,621612,621.612
149,477.588957010582,626275,626.275
150,477.673538008487,604129,604.129
151,477.758118796063,1041114,1041.114
152,477.842699373553,1158827,1158.827
153,477.927279741204,911719,911.719
154,478.011859899259,761273,761.273
155,478.096439847965,672393,672.393
156,478.181019587566,630916,630.916
157,478.265599118308,611773,611.773
158,478.350178440435,594725,594.725
159,478.434757554193,586092,586.092
160,478.519336459827,708801,708.801
161,478.603915157582,737139,737.139
162,478.688493647704,662119,662.119
163,478.773071930436,1257924,1257.924
164,478.857650006026,1411840,1411.84
165,478.942227874716,1066542,1066.542
166,479.026805536754,979346,979.346
167,479.111382992383,912375,912.375
168,479.19596024185,813715,813.715
169,479.280537285398,730998,730.998
170,479.365114123274,659156,659.156
171,479.449690755722,614399,614.399
172,479.534267182988,588579,588.579
173,479.618843405317,575020,575.02
174,479.703419422953,603917,603.917
175,479.787995236142,653594,653.594
176,479.87257084513,646302,646.302
177,479.95714625016,614267,614.267
178,480.041721451479,593780,593.78
179,480.126296449331,584572,584.572
