Scan Date:,2025-05-24 16:25:11Z
Integration Time:,1000
Number of Averages:,100

Pixel Number,Wavelength (nm),Sum Spectrum,Averaged Spectrum
0,464.9839,24437,244.37
1,465.068515076491,24015,240.15
2,465.153129906126,24291,242.91
3,465.237744489151,24251,242.51
4,465.322358825812,24042,240.42
5,465.406972916352,23808,238.08
6,465.491586761018,23770,237.7
7,465.576200360054,23818,238.18
8,465.660813713705,23808,238.08
9,465.745426822218,23738,237.38
10,465.830039685836,23734,237.34
11,465.914652304805,24108,241.08
12,465.99926467937,24159,241.59
13,466.083876809776,23950,239.5
14,466.168488696269,24026,240.26
15,466.253100339093,197302,1973.02
16,466.337711738494,246568,2465.68
17,466.422322894716,155064,1550.64
18,466.506933808006,100809,1008.09
19,466.591544478607,69564,695.64
20,466.676154906766,51238,512.38
21,466.760765092726,40800,408
22,466.845375036735,39312,393.12
23,466.929984739036,37996,379.96
24,467.014594199874,34924,349.24
25,467.099203419495,32658,326.58
26,467.183812398145,30537,305.37
27,467.268421136067,29522,295.22
28,467.353029633508,64926,649.26
29,467.437637890711,77172,771.72
30,467.522245907924,63146,631.46
31,467.60685368539,51479,514.79
32,467.691461223355,41324,413.24
33,467.776068522063,36141,361.41
34,467.860675581761,32897,328.97
35,467.945282402693,36583,365.83
36,468.029888985104,44862,448.62
37,468.11449532924,43360,433.6
38,468.199101435345,40870,408.7
39,468.283707303665,37849,378.49
40,468.368312934445,33490,334.9
41,468.45291832793,35263,352.63
42,468.537523484364,38886,388.86
43,468.622128403994,66806,668.06
44,468.706733087065,79591,795.91
45,468.791337533821,64109,641.09
46,468.875941744507,48554,485.54
47,468.96054571937,39921,399.21
48,469.045149458653,35405,354.05
49,469.129752962602,32677,326.77
50,469.214356231462,30757,307.57
51,469.298959265479,29817,298.17
52,469.383562064897,29356,293.56
53,469.468164629962,29058,290.58
54,469.552766960919,32494,324.94
55,469.637369058012,38038,380.38
56,469.721970921487,36962,369.62
57,469.80657255159,33826,338.26
58,469.891173948565,35863,358.63
59,469.975775112657,35393,353.93
60,470.060376044111,32228,322.28
61,470.144976743173,30384,303.84
62,470.229577210088,33483,334.83
63,470.314177445101,34414,344.14
64,470.398777448457,36323,363.23
65,470.483377220402,64397,643.97
66,470.567976761179,73046,730.46
67,470.652576071035,59311,593.11
68,470.737175150215,47466,474.66
69,470.821773998963,39231,392.31
70,470.906372617525,38334,383.34
71,470.990971006146,36610,366.1
72,471.075569165072,74132,741.32
73,471.160167094546,83977,839.77
74,471.244764794815,65916,659.16
75,471.329362266123,53323,533.23
76,471.413959508717,47048,470.48
77,471.498556522839,50329,503.29
78,471.583153308737,50929,509.29
79,471.667749866655,47051,470.51
80,471.752346196838,45926,459.26
81,471.836942299532,45871,458.71
82,471.921538174981,50532,505.32
83,472.00613382343,48119,481.19
84,472.090729245126,40116,401.16
85,472.175324440312,35047,350.47
86,472.259919409234,36171,361.71
87,472.344514152137,35223,352.23
88,472.429108669267,31556,315.56
89,472.513702960868,31126,311.26
90,472.598297027185,33452,334.52
91,472.682890868465,33046,330.46
92,472.767484484951,30666,306.66
93,472.852077876889,29002,290.02
94,472.936671044524,32277,322.77
95,473.021263988101,33265,332.65
96,473.105856707865,31788,317.88
97,473.190449204062,37906,379.06
98,473.275041476937,57304,573.04
99,473.359633526735,65818,658.18
100,473.4442253537,55280,552.8
101,473.528816958078,47382,473.82
102,473.613408340115,45361,453.61
103,473.697999500055,40691,406.91
104,473.782590438143,35414,354.14
105,473.867181154625,32817,328.17
106,473.951771649745,36131,361.31
107,474.03636192375,36278,362.78
108,474.120951976883,33561,335.61
109,474.20554180939,31956,319.56
110,474.290131421517,30551,305.51
111,474.374720813508,34497,344.97
112,474.459309985608,34937,349.37
113,474.543898938063,31880,318.8
114,474.628487671118,30473,304.73
115,474.713076185018,29723,297.23
116,474.797664480008,33914,339.14
117,474.882252556332,71261,712.61
118,474.966840414238,82169,821.69
119,475.051428053968,103870,1038.7
120,475.13601547577,101130,1011.3
121,475.220602679887,70432,704.32
122,475.305189666564,51942,519.42
123,475.389776436048,41652,416.52
124,475.474362988583,35885,358.85
125,475.558949324414,32153,321.53
126,475.643535443787,30261,302.61
127,475.728121346946,29512,295.12
128,475.812707034136,28690,286.9
129,475.897292505604,57356,573.56
130,475.981877761593,70747,707.47
131,476.066462802349,60437,604.37
132,476.151047628118,52765,527.65
133,476.235632239144,44344,443.44
134,476.320216635672,37042,370.42
135,476.404800817948,37285,372.85
136,476.489384786216,36474,364.74
137,476.573968540723,38827,388.27
138,476.658552081712,63049,630.49
139,476.74313540943,66148,661.48
140,476.827718524121,51172,511.72
141,476.91230142603,41644,416.44
142,476.996884115403,39667,396.67
143,477.081466592484,37426,374.26
144,477.166048857519,33043,330.43
145,477.250630910753,34837,348.37
146,477.335212752432,35031,350.31
147,477.419794382799,32464,324.64
148,477.504375802101,34679,346.79
149,477.588957010582,35411,354.11
150,477.673538008487,32728,327.28
151,477.758118796063,85373,853.73
152,477.842699373553,99617,996.17
153,477.927279741204,69743,697.43
154,478.011859899259,51846,518.46
155,478.096439847965,41109,411.09
156,478.181019587566,36041,360.41
157,478.265599118308,33809,338.09
158,478.350178440435,31853,318.53
159,478.434757554193,30657,306.57
160,478.519336459827,45331,453.31
161,478.603915157582,48959,489.59
162,478.688493647704,39996,399.96
163,478.773071930436,111428,1114.28
164,478.857650006026,129836,1298.36
165,478.942227874716,88348,883.48
166,479.026805536754,78781,787.81
