Scan Date:,2025-05-24 17:08:20Z
Integration Time:,1000
Number of Averages:,100

Pixel Number,Wavelength (nm),Sum Spectrum,Averaged Spectrum
0,464.9839,44054,440.54
1,465.068515076491,43299,432.99
2,465.153129906126,43649,436.49
3,465.237744489151,43769,437.69
4,465.322358825812,43569,435.69
5,465.406972916352,43354,433.54
6,465.491586761018,43501,435.01
7,465.576200360054,43646,436.46
8,465.660813713705,43695,436.95
9,465.745426822218,43658,436.58
10,465.830039685836,43797,437.97
11,465.914652304805,43974,439.74
12,465.99926467937,43872,438.72
13,466.083876809776,43663,436.63
14,466.168488696269,43404,434.04
15,466.253100339093,193455,1934.55
16,466.337711738494,236144,2361.44
17,466.422322894716,156802,1568.02
18,466.506933808006,110111,1101.11
19,466.591544478607,83083,830.83
20,466.676154906766,67410,674.1
21,466.760765092726,58500,585
22,466.845375036735,57081,570.81
23,466.929984739036,55941,559.41
24,467.014594199874,52879,528.79
25,467.099203419495,50637,506.37
26,467.183812398145,48771,487.71
27,467.268421136067,48031,480.31
28,467.353029633508,79476,794.76
29,467.437637890711,90456,904.56
30,467.522245907924,78037,780.37
31,467.60685368539,67557,675.57
32,467.691461223355,58589,585.89
33,467.776068522063,54170,541.7
34,467.860675581761,51457,514.57
35,467.945282402693,54418,544.18
36,468.029888985104,61615,616.15
37,468.11449532924,60259,602.59
38,468.199101435345,57998,579.98
39,468.283707303665,55479,554.79
40,468.368312934445,51534,515.34
41,468.45291832793,52722,527.22
42,468.537523484364,56190,561.9
43,468.622128403994,81432,814.32
44,468.706733087065,92993,929.93
45,468.791337533821,78991,789.91
46,468.875941744507,65113,651.13
47,468.96054571937,57849,578.49
48,469.045149458653,54079,540.79
49,469.129752962602,51663,516.63
50,469.214356231462,49796,497.96
51,469.298959265479,48761,487.61
52,469.383562064897,48409,484.09
53,469.468164629962,48139,481.39
54,469.552766960919,50968,509.68
55,469.637369058012,55415,554.15
56,469.721970921487,54572,545.72
57,469.80657255159,52100,521
58,469.891173948565,53952,539.52
59,469.975775112657,53292,532.92
60,470.060376044111,50384,503.84
61,470.144976743173,49134,491.34
62,470.229577210088,52086,520.86
63,470.314177445101,52684,526.84
64,470.398777448457,54181,541.81
65,470.483377220402,79313,793.13
66,470.567976761179,87036,870.36
67,470.652576071035,74763,747.63
68,470.737175150215,64022,640.22
69,470.821773998963,56845,568.45
70,470.906372617525,56236,562.36
71,470.990971006146,54590,545.9
72,471.075569165072,88013,880.13
73,471.160167094546,96661,966.61
74,471.244764794815,80057,800.57
75,471.329362266123,68698,686.98
76,471.413959508717,63076,630.76
77,471.498556522839,65680,656.8
78,471.583153308737,66482,664.82
79,471.667749866655,63098,630.98
80,471.752346196838,62236,622.36
81,471.836942299532,62369,623.69
82,471.921538174981,66323,663.23
83,472.00613382343,63909,639.09
84,472.090729245126,57262,572.62
85,472.175324440312,52886,528.86
86,472.259919409234,53670,536.7
87,472.344514152137,53124,531.24
88,472.429108669267,50330,503.3
89,472.513702960868,49903,499.03
90,472.598297027185,51469,514.69
91,472.682890868465,51341,513.41
92,472.767484484951,49422,494.22
93,472.852077876889,48184,481.84
94,472.936671044524,51259,512.59
95,473.021263988101,51818,518.18
96,473.105856707865,50164,501.64
97,473.190449204062,55724,557.24
98,473.275041476937,72706,727.06
99,473.359633526735,80129,801.29
100,473.4442253537,71108,711.08
101,473.528816958078,64346,643.46
102,473.613408340115,62846,628.46
103,473.697999500055,58839,588.39
104,473.782590438143,54225,542.25
105,473.867181154625,51786,517.86
106,473.951771649745,54283,542.83
107,474.03636192375,54123,541.23
108,474.120951976883,51584,515.84
109,474.20554180939,50371,503.71
110,474.290131421517,49274,492.74
111,474.374720813508,52618,526.18
112,474.459309985608,53024,530.24
113,474.543898938063,50625,506.25
114,474.628487671118,49369,493.69
115,474.713076185018,48473,484.73
116,474.797664480008,52086,520.86
117,474.882252556332,85626,856.26
118,474.966840414238,95593,955.93
119,475.051428053968,114995,1149.95
120,475.13601547577,112657,1126.57
121,475.220602679887,85327,853.27
122,475.305189666564,68594,685.94
123,475.389776436048,59200,592
124,475.474362988583,53841,538.41
125,475.558949324414,50520,505.2
126,475.643535443787,48715,487.15
127,475.728121346946,48106,481.06
128,475.812707034136,47681,476.81
129,475.897292505604,73450,734.5
130,475.981877761593,85608,856.08
131,476.066462802349,76374,763.74
132,476.151047628118,69456,694.56
133,476.235632239144,61872,618.72
134,476.320216635672,55340,553.4
135,476.404800817948,55459,554.59
136,476.489384786216,54679,546.79
