Scan Date:,2025-05-24 16:30:18Z
Integration Time:,1000
Number of Averages:,100

Pixel Number,Wavelength (nm),Sum Spectrum,Averaged Spectrum
0,464.9839,22865,228.65
1,465.068515076491,22559,225.59
2,465.153129906126,22762,227.62
3,465.237744489151,22690,226.9
4,465.322358825812,22329,223.29
5,465.406972916352,22448,224.48
6,465.491586761018,22458,224.58
7,465.576200360054,22180,221.8
8,465.660813713705,21940,219.4
9,465.745426822218,22131,221.31
10,465.830039685836,22616,226.16
11,465.914652304805,22840,228.4
12,465.99926467937,22940,229.4
13,466.083876809776,22876,228.76
14,466.168488696269,22765,227.65
15,466.253100339093,197981,1979.81
16,466.337711738494,247974,2479.74
17,466.422322894716,155377,1553.77
18,466.506933808006,100280,1002.8
19,466.591544478607,68426,684.26
20,466.676154906766,50295,502.95
21,466.760765092726,40048,400.48
22,466.845375036735,38197,381.97
23,466.929984739036,36947,369.47
24,467.014594199874,33678,336.78
25,467.099203419495,31211,312.11
26,467.183812398145,29519,295.19
27,467.268421136067,28467,284.67
28,467.353029633508,63716,637.16
29,467.437637890711,75997,759.97
30,467.522245907924,61796,617.96
31,467.60685368539,50146,501.46
32,467.691461223355,39991,399.91
33,467.776068522063,34859,348.59
34,467.860675581761,31752,317.52
35,467.945282402693,35792,357.92
36,468.029888985104,44085,440.85
37,468.11449532924,42410,424.1
38,468.199101435345,39779,397.79
39,468.283707303665,36906,369.06
40,468.368312934445,32386,323.86
41,468.45291832793,33737,337.37
42,468.537523484364,37303,373.03
43,468.622128403994,65843,658.43
44,468.706733087065,78971,789.71
45,468.791337533821,63042,630.42
46,468.875941744507,47407,474.07
47,468.96054571937,39023,390.23
48,469.045149458653,34614,346.14
49,469.129752962602,31638,316.38
50,469.214356231462,29637,296.37
51,469.298959265479,28780,287.8
52,469.383562064897,28367,283.67
53,469.468164629962,27736,277.36
54,469.552766960919,31173,311.73
55,469.637369058012,36810,368.1
56,469.721970921487,35834,358.34
57,469.80657255159,32952,329.52
58,469.891173948565,35125,351.25
59,469.975775112657,34195,341.95
60,470.060376044111,30621,306.21
61,470.144976743173,28806,288.06
62,470.229577210088,32158,321.58
63,470.314177445101,32988,329.88
64,470.398777448457,34759,347.59
65,470.483377220402,63146,631.46
66,470.567976761179,71980,719.8
67,470.652576071035,58154,581.54
68,470.737175150215,46013,460.13
69,470.821773998963,37808,378.08
70,470.906372617525,37217,372.17
71,470.990971006146,35422,354.22
72,471.075569165072,72976,729.76
73,471.160167094546,82864,828.64
74,471.244764794815,64353,643.53
75,471.329362266123,51340,513.4
76,471.413959508717,45222,452.22
77,471.498556522839,48740,487.4
78,471.583153308737,49557,495.57
79,471.667749866655,45704,457.04
80,471.752346196838,44482,444.82
81,471.836942299532,44387,443.87
82,471.921538174981,49097,490.97
83,472.00613382343,46154,461.54
84,472.090729245126,38188,381.88
85,472.175324440312,33218,332.18
86,472.259919409234,34444,344.44
87,472.344514152137,33746,337.46
88,472.429108669267,30389,303.89
89,472.513702960868,30181,301.81
90,472.598297027185,32568,325.68
91,472.682890868465,32502,325.02
92,472.767484484951,30101,301.01
93,472.852077876889,28147,281.47
94,472.936671044524,31561,315.61
95,473.021263988101,32535,325.35
96,473.105856707865,30595,305.95
97,473.190449204062,36603,366.03
98,473.275041476937,56014,560.14
99,473.359633526735,64442,644.42
100,473.4442253537,53933,539.33
101,473.528816958078,45920,459.2
102,473.613408340115,44181,441.81
103,473.697999500055,39809,398.09
104,473.782590438143,34274,342.74
105,473.867181154625,31341,313.41
106,473.951771649745,34772,347.72
107,474.03636192375,34955,349.55
108,474.120951976883,31848,318.48
109,474.20554180939,30243,302.43
110,474.290131421517,28939,289.39
111,474.374720813508,32855,328.55
112,474.459309985608,33431,334.31
113,474.543898938063,30673,306.73
114,474.628487671118,29332,293.32
115,474.713076185018,28495,284.95
116,474.797664480008,32796,327.96
117,474.882252556332,70692,706.92
118,474.966840414238,81768,817.68
119,475.051428053968,103218,1032.18
120,475.13601547577,100428,1004.28
121,475.220602679887,69650,696.5
122,475.305189666564,51218,512.18
123,475.389776436048,40542,405.42
124,475.474362988583,34472,344.72
125,475.558949324414,30916,309.16
126,475.643535443787,29216,292.16
127,475.728121346946,28464,284.64
128,475.812707034136,27487,274.87
129,475.897292505604,56337,563.37
130,475.981877761593,69908,699.08
131,476.066462802349,59382,593.82
132,476.151047628118,51795,517.95
133,476.235632239144,43488,434.88
134,476.320216635672,36029,360.29
135,476.404800817948,36415,364.15
136,476.489384786216,35953,359.53
137,476.573968540723,38091,380.91
138,476.658552081712,62309,623.09
139,476.74313540943,65382,653.82
140,476.827718524121,50243,502.43
141,476.91230142603,40477,404.77
142,476.996884115403,38462,384.62
143,477.081466592484,36316,363.16
144,477.166048857519,32120,321.2
145,477.250630910753,34232,342.32
146,477.335212752432,34417,344.17
147,477.419794382799,31740,317.4
148,477.504375802101,34015,340.15
149,477.588957010582,34529,345.29
150,477.673538008487,31674,316.74
151,477.758118796063,84748,847.48
152,477.842699373553,98904,989.04
153,477.927279741204,68530,685.3
154,478.011859899259,50234,502.34
155,478.096439847965,39643,396.43
156,478.181019587566,34479,344.79
157,478.265599118308,32059,320.59
158,478.350178440435,30136,301.36
159,478.434757554193,29191,291.91
160,478.519336459827,44004,440.04
161,478.603915157582,47381,473.81
162,478.688493647704,38219,382.19
163,478.773071930436,110590,1105.9
164,478.857650006026,129326,1293.26
165,478.942227874716,87312,873.12
166,479.026805536754,77543,775.43
167,479.111382992383,69397,693.97
168,479.19596024185,57132,571.32
169,479.280537285398,46883,468.83
170,479.365114123274,37949,379.49
171,479.449690755722,32462,324.62
172,479.534267182988,29488,294.88
173,479.618843405317,27749,277.49
174,479.703419422953,31149,311.49
175,479.787995236142,36973,369.73
176,479.87257084513,36013,360.13
177,479.95714625016,32378,323.78
178,480.041721451479,30014,300.14
179,480.126296449331,28844,288.44
180,480.210871243962,31805,318.05
181,480.295445835617,32683,326.83
182,480.380020224541,34143,341.43
183,480.464594410979,33499,334.99
184,480.549168395175,34689,346.89
185,480.633742177377,34465,344.65
186,480.718315757827,31076,310.76
187,480.802889136772,29182,291.82
188,480.887462314457,28099,280.99
189,480.972035291127,27185,271.85
190,481.056608067026,31781,317.81
191,481.141180642401,48445,484.45
192,481.225753017496,49564,495.64
193,481.310325192556,39266,392.66
194,481.394897167827,37407,374.07
195,481.479468943554,35613,356.13
196,481.564040519981,32000,320
197,481.648611897354,29788,297.88
198,481.733183075918,28153,281.53
199,481.817754055918,31733,317.33
200,481.9023248376,32345,323.45
201,481.986895421208,33604,336.04
202,482.071465806988,75927,759.27
203,482.156035995184,85345,853.45
204,482.240605986042,64881,648.81
205,482.325175779807,51093,510.93
206,482.409745376725,40644,406.44
207,482.494314777039,34399,343.99
208,482.578883980996,31057,310.57
209,482.663452988841,29389,293.89
210,482.748021800818,28107,281.07
211,482.832590417173,27555,275.55
212,482.91715883815,31955,319.55
213,483.001727063996,36883,368.83
214,483.086295094955,35306,353.06
215,483.170862931273,31669,316.69
216,483.255430573193,30527,305.27
217,483.339998020963,33807,338.07
218,483.424565274826,34660,346.6
219,483.509132335028,31722,317.22
220,483.593699201814,29397,293.97
221,483.678265875429,32262,322.62
222,483.762832356118,32773,327.73
223,483.847398644127,30051,300.51
224,483.9319647397,32646,326.46
225,484.016530643083,47003,470.03
226,484.101096354521,48593,485.93
227,484.185661874258,40510,405.1
228,484.270227202541,34725,347.25
229,484.354792339614,31212,312.12
230,484.439357285722,30073,300.73
231,484.523922041111,33494,334.94
232,484.608486606025,37874,378.74
233,484.69305098071,36283,362.83
234,484.777615165411,34613,346.13
235,484.862179160373,36951,369.51
236,484.946742965841,35319,353.19
237,485.03130658206,35149,351.49
238,485.115870009276,38545,385.45
239,485.200433247733,36786,367.86
240,485.284996297677,32891,328.91
241,485.369559159353,62465,624.65
242,485.454121833005,73814,738.14
243,485.53868431888,56622,566.22
244,485.623246617222,45063,450.63
245,485.707808728276,38195,381.95
246,485.792370652288,33024,330.24
247,485.876932389502,33638,336.38
248,485.961493940164,33177,331.77
249,486.046055304519,30525,305.25
250,486.130616482813,29885,298.85
251,486.215177475289,29720,297.2
252,486.299738282193,37367,373.67
253,486.384298903771,39297,392.97
254,486.468859340268,34019,340.19
255,486.553419591928,30463,304.63
256,486.637979658997,29130,291.3
257,486.722539541719,28194,281.94
258,486.807099240341,31231,312.31
259,486.891658755108,31910,319.1
260,486.976218086263,29152,291.52
261,487.060777234053,27572,275.72
262,487.145336198723,26681,266.81
263,487.229894980517,25945,259.45
264,487.314453579682,26622,266.22
265,487.399011996461,27014,270.14
266,487.483570231101,26442,264.42
267,487.568128283845,26288,262.88
268,487.652686154941,26116,261.16
269,487.737243844632,26227,262.27
270,487.821801353163,31252,312.52
271,487.906358680781,32501,325.01
272,487.990915827729,29848,298.48
273,488.075472794253,28543,285.43
274,488.160029580599,33886,338.86
275,488.244586187011,35078,350.78
276,488.329142613735,31724,317.24
277,488.413698861015,38001,380.01
278,488.498254929097,39050,390.5
279,488.582810818225,38690,386.9
280,488.667366528646,38401,384.01
281,488.751922060605,34028,340.28
282,488.836477414345,32336,323.36
283,488.921032590113,31503,315.03
284,489.005587588153,32179,321.79
285,489.090142408711,67063,670.63
286,489.174697052032,78931,789.31
287,489.259251518361,63777,637.77
288,489.343805807943,50471,504.71
289,489.428359921024,39781,397.81
290,489.512913857847,33500,335
291,489.597467618659,30774,307.74
292,489.682021203705,44424,444.24
293,489.76657461323,47568,475.68
294,489.851127847479,38382,383.82
295,489.935680906696,35354,353.54
296,490.020233791128,33192,331.92
297,490.104786501019,29840,298.4
298,490.189339036615,32301,323.01
299,490.27389139816,32873,328.73
300,490.3584435859,30187,301.87
301,490.44299560008,28301,283.01
302,490.527547440945,26942,269.42
303,490.612099108739,26157,261.57
304,490.69665060371,25834,258.34
305,490.7812019261,26126,261.26
306,490.865753076156,30498,304.98
307,490.950304054123,31793,317.93
308,491.034854860246,29715,297.15
309,491.119405494769,28407,284.07
310,491.203955957939,28063,280.63
311,491.288506249999,28185,281.85
312,491.373056371197,27445,274.45
313,491.457606321775,31617,316.17
314,491.54215610198,33995,339.95
315,491.626705712057,31436,314.36
316,491.711255152251,28850,288.5
317,491.795804422807,27238,272.38
318,491.88035352397,26294,262.94
319,491.964902455985,26519,265.19
320,492.049451219098,31095,310.95
321,492.133999813553,31855,318.55
322,492.218548239596,29395,293.95
323,492.303096497471,31557,315.57
324,492.387644587425,34662,346.62
325,492.472192509702,37275,372.75
326,492.556740264546,46273,462.73
327,492.641287852205,45285,452.85
328,492.725835272921,37008,370.08
329,492.810382526942,33385,333.85
330,492.894929614511,44966,449.66
331,492.979476535874,47089,470.89
332,493.064023291276,38822,388.22
333,493.148569880962,36725,367.25
334,493.233116305178,34350,343.5
335,493.317662564167,30463,304.63
336,493.402208658177,29338,293.38
337,493.486754587451,28382,283.82
338,493.571300352235,27126,271.26
339,493.655845952774,26511,265.11
340,493.740391389313,30488,304.88
341,493.824936662097,31568,315.68
342,493.909481771372,32287,322.87
343,493.994026717382,31434,314.34
344,494.078571500372,29039,290.39
345,494.163116120589,27995,279.95
346,494.247660578276,27565,275.65
347,494.33220487368,64248,642.48
348,494.416749007044,74354,743.54
349,494.501292978615,54852,548.52
350,494.585836788637,42979,429.79
351,494.670380437356,35980,359.8
352,494.754923925017,32717,327.17
353,494.839467251864,35232,352.32
354,494.924010418144,34659,346.59
355,495.0085534241,31463,314.63
356,495.093096269979,48832,488.32
357,495.177638956025,52521,525.21
358,495.262181482484,45379,453.79
359,495.3467238496,43386,433.86
360,495.431266057619,38116,381.16
361,495.515808106786,37316,373.16
362,495.600349997346,35850,358.5
363,495.684891729544,32059,320.59
364,495.769433303626,31600,316
365,495.853974719836,30169,301.69
366,495.938515978419,28047,280.47
367,496.023057079622,27193,271.93
368,496.107598023688,26721,267.21
369,496.192138810863,30570,305.7
370,496.276679441392,31038,310.38
371,496.361219915521,30921,309.21
372,496.445760233493,68837,688.37
373,496.530300395556,78101,781.01
374,496.614840401953,56991,569.91
375,496.69938025293,50910,509.1
376,496.783919948731,45371,453.71
377,496.868459489603,41465,414.65
378,496.95299887579,37746,377.46
379,497.037538107538,41886,418.86
380,497.12207718509,41613,416.13
381,497.206616108694,39385,393.85
382,497.291154878593,37007,370.07
383,497.375693495033,33084,330.84
384,497.460231958259,30111,301.11
385,497.544770268516,28808,288.08
386,497.629308426049,28495,284.95
387,497.713846431104,27573,275.73
388,497.798384283926,30466,304.66
389,497.882921984759,31020,310.2
390,497.967459533848,28880,288.8
391,498.05199693144,32247,322.47
392,498.136534177779,37736,377.36
393,498.22107127311,36478,364.78
394,498.305608217678,32189,321.89
395,498.390145011729,29690,296.9
396,498.474681655507,28273,282.73
397,498.559218149259,27526,275.26
398,498.643754493228,27512,275.12
399,498.72829068766,26830,268.3
400,498.8128267328,25951,259.51
401,498.897362628894,25895,258.95
402,498.981898376185,26406,264.06
403,499.066433974921,27216,272.16
404,499.150969425345,31558,315.58
405,499.235504727703,50490,504.9
406,499.32003988224,52818,528.18
407,499.404574889201,45293,452.93
408,499.489109748831,40669,406.69
409,499.573644461376,35109,351.09
410,499.65817902708,31205,312.05
411,499.742713446188,29211,292.11
412,499.827247718947,28225,282.25
413,499.9117818456,27476,274.76
414,499.996315826393,26721,267.21
415,500.080849661572,26439,264.39
416,500.165383351381,26689,266.89
417,500.249916896065,26469,264.69
418,500.33445029587,26979,269.79
419,500.41898355104,49883,498.83
420,500.503516661822,56082,560.82
421,500.588049628459,43627,436.27
422,500.672582451197,36983,369.83
423,500.757115130282,32963,329.63
424,500.841647665958,30432,304.32
425,500.92618005847,28769,287.69
426,501.010712308064,58848,588.48
427,501.095244414985,70960,709.6
428,501.179776379478,59064,590.64
429,501.264308201788,48041,480.41
430,501.34883988216,43575,435.75
431,501.433371420839,39224,392.24
432,501.517902818071,33182,331.82
433,501.6024340741,34935,349.35
434,501.686965189172,37811,378.11
435,501.771496163532,35099,350.99
436,501.856026997425,31099,310.99
437,501.940557691096,28474,284.74
438,502.02508824479,27136,271.36
439,502.109618658753,31504,315.04
440,502.194148933229,32602,326.02
441,502.278679068464,29633,296.33
442,502.363209064702,28524,285.24
443,502.44773892219,27697,276.97
444,502.532268641171,30697,306.97
445,502.616798221892,31634,316.34
446,502.701327664597,29876,298.76
447,502.785856969531,28742,287.42
448,502.87038613694,31934,319.34
449,502.954915167069,36448,364.48
450,503.039444060163,34741,347.41
451,503.123972816466,30951,309.51
452,503.208501436225,33333,333.33
453,503.293029919684,34148,341.48
454,503.377558267088,35415,354.15
455,503.462086478683,38858,388.58
456,503.546614554714,41707,417.07
457,503.631142495425,38812,388.12
458,503.715670301062,33322,333.22
459,503.800197971871,30106,301.06
460,503.884725508095,28408,284.08
461,503.969252909981,31056,310.56
462,504.053780177773,35728,357.28
463,504.138307311717,35150,351.5
464,504.222834312058,35881,358.81
465,504.307361179041,35422,354.22
466,504.39188791291,36287,362.87
467,504.476414513912,37039,370.39
468,504.560940982291,54057,540.57
469,504.645467318292,56354,563.54
470,504.729993522161,43285,432.85
471,504.814519594143,39359,393.59
472,504.899045534482,38944,389.44
473,504.983571343424,41710,417.1
474,505.068097021215,43356,433.56
475,505.152622568098,42756,427.56
476,505.23714798432,55965,559.65
