464.9839,83365
465.068515076491,82587
465.153129906126,82733
465.237744489151,82953
465.322358825812,82902
465.406972916352,82617
465.491586761018,82461
465.576200360054,82849
465.660813713705,83029
465.745426822218,82937
465.830039685836,82814
465.914652304805,82974
465.99926467937,83210
466.083876809776,83277
466.168488696269,83083
466.253100339093,198787
466.337711738494,231692
466.422322894716,170463
466.506933808006,134227
466.591544478607,113402
466.676154906766,101351
466.760765092726,94230
466.845375036735,92787
466.929984739036,91894
467.014594199874,89959
467.099203419495,88407
467.183812398145,87129
467.268421136067,86621
467.353029633508,111374
467.437637890711,119687
467.522245907924,109637
467.60685368539,101642
467.691461223355,94725
467.776068522063,91025
467.860675581761,88716
467.945282402693,91121
468.029888985104,96378
468.11449532924,95574
468.199101435345,94559
468.283707303665,92735
468.368312934445,89651
468.45291832793,90749
468.537523484364,93192
468.622128403994,113009
468.706733087065,122169
468.791337533821,111265
468.875941744507,100498
468.96054571937,94473
469.045149458653,90845
469.129752962602,88968
469.214356231462,87722
469.298959265479,86880
469.383562064897,86609
469.468164629962,86311
469.552766960919,88394
469.637369058012,92207
469.721970921487,91714
469.80657255159,89789
469.891173948565,91062
469.975775112657,90649
470.060376044111,88659
470.144976743173,87461
470.229577210088,89625
470.314177445101,89922
470.398777448457,91109
470.483377220402,110992
470.567976761179,116831
470.652576071035,107019
470.737175150215,98951
470.821773998963,93461
470.906372617525,93083
470.990971006146,91829
471.075569165072,117974
471.160167094546,125091
471.244764794815,112316
471.329362266123,103222
471.413959508717,98709
471.498556522839,100820
471.583153308737,101348
471.667749866655,98441
471.752346196838,97771
471.836942299532,97832
471.921538174981,101148
472.00613382343,99258
472.090729245126,93451
472.175324440312,90056
472.259919409234,90969
472.344514152137,90554
472.429108669267,88220
472.513702960868,87947
472.598297027185,89625
472.682890868465,89325
472.767484484951,87824
472.852077876889,86772
472.936671044524,89049
473.021263988101,89759
473.105856707865,88738
473.190449204062,92869
473.275041476937,105779
473.359633526735,111399
473.4442253537,103938
473.528816958078,98512
473.613408340115,97734
473.697999500055,94773
473.782590438143,91079
473.867181154625,89110
473.951771649745,91551
474.03636192375,91746
474.120951976883,89485
474.20554180939,88358
474.290131421517,87491
474.374720813508,89988
474.459309985608,90382
474.543898938063,88735
474.628487671118,87663
474.713076185018,87101
474.797664480008,90128
474.882252556332,116682
474.966840414238,124383
475.051428053968,140116
475.13601547577,138300
475.220602679887,116310
475.305189666564,103106
475.389776436048,95650
475.474362988583,91630
475.558949324414,89017
475.643535443787,87632
475.728121346946,86985
475.812707034136,86347
475.897292505604,106557
475.981877761593,116186
476.066462802349,109059
476.151047628118,103642
476.235632239144,97632
476.320216635672,92062
476.404800817948,92151
476.489384786216,91829
476.573968540723,93419
476.658552081712,110171
476.74313540943,112409
476.827718524121,102025
476.91230142603,95288
476.996884115403,93959
477.081466592484,92645
477.166048857519,89576
477.250630910753,91097
477.335212752432,91169
477.419794382799,88951
477.504375802101,90255
477.588957010582,90637
477.673538008487,88869
477.758118796063,125345
477.842699373553,135336
477.927279741204,114845
478.011859899259,102249
478.096439847965,94824
478.181019587566,91529
478.265599118308,89769
478.350178440435,87940
478.434757554193,87379
478.519336459827,97984
478.603915157582,100416
478.688493647704,93703
478.773071930436,143090
478.857650006026,156086
478.942227874716,127461
479.026805536754,120032
479.111382992383,114453
479.19596024185,106060
479.280537285398,99040
479.365114123274,93047
479.449690755722,89688
479.534267182988,87774
479.618843405317,86516
479.703419422953,88727
479.787995236142,92895
479.87257084513,92401
479.95714625016,89809
480.041721451479,87938
480.126296449331,87160
480.210871243962,89382
480.295445835617,89761
480.380020224541,90656
480.464594410979,90178
480.549168395175,91265
480.633742177377,91259
480.718315757827,88988
480.802889136772,87553
480.887462314457,86617
480.972035291127,86092
481.056608067026,89281
481.141180642401,100795
481.225753017496,101722
481.310325192556,94744
481.394897167827,93427
481.479468943554,92074
481.564040519981,89538
481.648611897354,87910
481.733183075918,86528
481.817754055918,89005
481.9023248376,89578
481.986895421208,90281
482.071465806988,120306
482.156035995184,126911
482.240605986042,112156
482.325175779807,102823
482.409745376725,95774
482.494314777039,91197
482.578883980996,88764
482.663452988841,87711
482.748021800818,86918
482.832590417173,86443
482.91715883815,88980
483.001727063996,92310
483.086295094955,91522
483.170862931273,89080
483.255430573193,88297
483.339998020963,90627
483.424565274826,90885
483.509132335028,88902
483.593699201814,87650
483.678265875429,89674
483.762832356118,89925
483.847398644127,88008
483.9319647397,89628
484.016530643083,99650
