Scan Date:,2025-05-24 16:14:22Z
Integration Time:,1000
Number of Averages:,100

Pixel Number,Wavelength (nm),Sum Spectrum,Averaged Spectrum
0,464.9839,28382,283.82
1,465.068515076491,28003,280.03
2,465.153129906126,28116,281.16
3,465.237744489151,27844,278.44
4,465.322358825812,27541,275.41
5,465.406972916352,27637,276.37
6,465.491586761018,27918,279.18
7,465.576200360054,27912,279.12
8,465.660813713705,27756,277.56
9,465.745426822218,27806,278.06
10,465.830039685836,28090,280.9
11,465.914652304805,28168,281.68
12,465.99926467937,28249,282.49
13,466.083876809776,28421,284.21
14,466.168488696269,28162,281.62
15,466.253100339093,196608,1966.08
16,466.337711738494,244351,2443.51
17,466.422322894716,155342,1553.42
18,466.506933808006,102531,1025.31
19,466.591544478607,72125,721.25
20,466.676154906766,54568,545.68
21,466.760765092726,44530,445.3
22,466.845375036735,42871,428.71
23,466.929984739036,41484,414.84
24,467.014594199874,38465,384.65
25,467.099203419495,36018,360.18
26,467.183812398145,33991,339.91
27,467.268421136067,33281,332.81
28,467.353029633508,68047,680.47
29,467.437637890711,80009,800.09
30,467.522245907924,66163,661.63
31,467.60685368539,54826,548.26
32,467.691461223355,45120,451.2
33,467.776068522063,40123,401.23
34,467.860675581761,36774,367.74
35,467.945282402693,40384,403.84
36,468.029888985104,48052,480.52
37,468.11449532924,46609,466.09
38,468.199101435345,44200,442
39,468.283707303665,41169,411.69
40,468.368312934445,36425,364.25
41,468.45291832793,38014,380.14
42,468.537523484364,41846,418.46
43,468.622128403994,69496,694.96
44,468.706733087065,82084,820.84
45,468.791337533821,66820,668.2
46,468.875941744507,51837,518.37
47,468.96054571937,43979,439.79
48,469.045149458653,39596,395.96
49,469.129752962602,36809,368.09
50,469.214356231462,34715,347.15
51,469.298959265479,33673,336.73
52,469.383562064897,33358,333.58
53,469.468164629962,32898,328.98
54,469.552766960919,36118,361.18
55,469.637369058012,41207,412.07
56,469.721970921487,40410,404.1
57,469.80657255159,37435,374.35
58,469.891173948565,39167,391.67
59,469.975775112657,38442,384.42
60,470.060376044111,35156,351.56
61,470.144976743173,33812,338.12
62,470.229577210088,37653,376.53
63,470.314177445101,38210,382.1
64,470.398777448457,39837,398.37
65,470.483377220402,67346,673.46
66,470.567976761179,75698,756.98
67,470.652576071035,62509,625.09
68,470.737175150215,51053,510.53
69,470.821773998963,42953,429.53
70,470.906372617525,42197,421.97
71,470.990971006146,40140,401.4
72,471.075569165072,76240,762.4
73,471.160167094546,86085,860.85
74,471.244764794815,68570,685.7
75,471.329362266123,56117,561.17
76,471.413959508717,49791,497.91
77,471.498556522839,53028,530.28
78,471.583153308737,53652,536.52
79,471.667749866655,49674,496.74
