Scan Date:,2025-05-24 15:25:11Z
Integration Time:,1000
Number of Averages:,100

Pixel Number,Wavelength (nm),Sum Spectrum,Averaged Spectrum
0,464.9839,72477,724.77
1,465.068515076491,72083,720.83
2,465.153129906126,72240,722.4
3,465.237744489151,72044,720.44
4,465.322358825812,71587,715.87
5,465.406972916352,71415,714.15
6,465.491586761018,71374,713.74
7,465.576200360054,71519,715.19
8,465.660813713705,71642,716.42
9,465.745426822218,71731,717.31
10,465.830039685836,71938,719.38
11,465.914652304805,72136,721.36
12,465.99926467937,72259,722.59
13,466.083876809776,72364,723.64
14,466.168488696269,72385,723.85
15,466.253100339093,196688,1966.88
16,466.337711738494,232011,2320.11
17,466.422322894716,166085,1660.85
18,466.506933808006,126928,1269.28
19,466.591544478607,104357,1043.57
20,466.676154906766,91487,914.87
21,466.760765092726,84187,841.87
22,466.845375036735,83086,830.86
23,466.929984739036,82027,820.27
24,467.014594199874,79586,795.86
25,467.099203419495,78035,780.35
26,467.183812398145,76731,767.31
27,467.268421136067,76210,762.1
28,467.353029633508,102741,1027.41
29,467.437637890711,111744,1117.44
30,467.522245907924,100938,1009.38
31,467.60685368539,92122,921.22
32,467.691461223355,84834,848.34
33,467.776068522063,80985,809.85
34,467.860675581761,78562,785.62
35,467.945282402693,81143,811.43
36,468.029888985104,87121,871.21
37,468.11449532924,86235,862.35
38,468.199101435345,84627,846.27
39,468.283707303665,82462,824.62
40,468.368312934445,78911,789.11
41,468.45291832793,79934,799.34
42,468.537523484364,82625,826.25
43,468.622128403994,103849,1038.49
44,468.706733087065,113489,1134.89
45,468.791337533821,101661,1016.61
46,468.875941744507,90255,902.55
47,468.96054571937,84426,844.26
48,469.045149458653,81090,810.9
49,469.129752962602,78822,788.22
50,469.214356231462,77276,772.76
51,469.298959265479,76393,763.93
52,469.383562064897,76478,764.78
53,469.468164629962,76308,763.08
54,469.552766960919,78799,787.99
55,469.637369058012,82570,825.7
56,469.721970921487,81718,817.18
57,469.80657255159,79411,794.11
58,469.891173948565,80471,804.71
59,469.975775112657,79835,798.35
60,470.060376044111,77608,776.08
61,470.144976743173,76492,764.92
62,470.229577210088,78993,789.93
63,470.314177445101,79700,797
64,470.398777448457,81138,811.38
65,470.483377220402,102303,1023.03
66,470.567976761179,108651,1086.51
67,470.652576071035,98152,981.52
68,470.737175150215,89244,892.44
69,470.821773998963,83387,833.87
70,470.906372617525,82860,828.6
71,470.990971006146,81378,813.78
72,471.075569165072,109176,1091.76
73,471.160167094546,116537,1165.37
74,471.244764794815,102991,1029.91
75,471.329362266123,93827,938.27
76,471.413959508717,89296,892.96
77,471.498556522839,91679,916.79
78,471.583153308737,92086,920.86
79,471.667749866655,88728,887.28
80,471.752346196838,87482,874.82
81,471.836942299532,87760,877.6
82,471.921538174981,91692,916.92
83,472.00613382343,89479,894.79
84,472.090729245126,83281,832.81
85,472.175324440312,79522,795.22
86,472.259919409234,80257,802.57
87,472.344514152137,79849,798.49
88,472.429108669267,77492,774.92
89,472.513702960868,77103,771.03
90,472.598297027185,78764,787.64
91,472.682890868465,78757,787.57
92,472.767484484951,77162,771.62
93,472.852077876889,75809,758.09
94,472.936671044524,78260,782.6
95,473.021263988101,79309,793.09
96,473.105856707865,78049,780.49
97,473.190449204062,82349,823.49
98,473.275041476937,96490,964.9
99,473.359633526735,102617,1026.17
100,473.4442253537,94963,949.63
101,473.528816958078,89344,893.44
102,473.613408340115,88052,880.52
103,473.697999500055,84641,846.41
104,473.782590438143,80560,805.6
105,473.867181154625,78583,785.83
106,473.951771649745,81126,811.26
107,474.03636192375,81109,811.09
108,474.120951976883,78902,789.02
109,474.20554180939,77578,775.78
110,474.290131421517,76734,767.34
111,474.374720813508,79560,795.6
112,474.459309985608,79887,798.87
113,474.543898938063,77501,775.01
114,474.628487671118,76199,761.99
115,474.713076185018,75861,758.61
116,474.797664480008,79473,794.73
117,474.882252556332,108267,1082.67
118,474.966840414238,116580,1165.8
119,475.051428053968,132870,1328.7
120,475.13601547577,130638,1306.38
121,475.220602679887,107307,1073.07
122,475.305189666564,93237,932.37
123,475.389776436048,85191,851.91
124,475.474362988583,80899,808.99
125,475.558949324414,78111,781.11
126,475.643535443787,76813,768.13
127,475.728121346946,76272,762.72
128,475.812707034136,75574,755.74
129,475.897292505604,97172,971.72
130,475.981877761593,107280,1072.8
131,476.066462802349,99591,995.91
132,476.151047628118,93750,937.5
133,476.235632239144,87390,873.9
134,476.320216635672,81930,819.3
135,476.404800817948,82462,824.62
136,476.489384786216,81993,819.93
137,476.573968540723,83396,833.96
